# seed=(1, 2) mean=(5, 20) standard_deviation=(1, 15) number_of_processes=500
------------------------------------------------------------
Average waiting time : 1120.696
Average turn around time : 1125.248
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 5 | Arrival Time 0 | Turn Around Time 5
Process 69 | Waiting Time 316 | Burst Time 3 | Arrival Time 5 | Turn Around Time 319
Process 70 | Waiting Time 319 | Burst Time 5 | Arrival Time 5 | Turn Around Time 324
Process 71 | Waiting Time 324 | Burst Time 3 | Arrival Time 5 | Turn Around Time 327
Process 72 | Waiting Time 327 | Burst Time 4 | Arrival Time 5 | Turn Around Time 331
Process 73 | Waiting Time 330 | Burst Time 5 | Arrival Time 6 | Turn Around Time 335
Process 74 | Waiting Time 335 | Burst Time 4 | Arrival Time 6 | Turn Around Time 339
Process 75 | Waiting Time 339 | Burst Time 3 | Arrival Time 6 | Turn Around Time 342
Process 76 | Waiting Time 342 | Burst Time 5 | Arrival Time 6 | Turn Around Time 347
Process 77 | Waiting Time 347 | Burst Time 5 | Arrival Time 6 | Turn Around Time 352
Process 78 | Waiting Time 352 | Burst Time 3 | Arrival Time 6 | Turn Around Time 355
Process 79 | Waiting Time 355 | Burst Time 5 | Arrival Time 6 | Turn Around Time 360
Process 80 | Waiting Time 360 | Burst Time 4 | Arrival Time 6 | Turn Around Time 364
Process 81 | Waiting Time 364 | Burst Time 3 | Arrival Time 6 | Turn Around Time 367
Process 82 | Waiting Time 367 | Burst Time 4 | Arrival Time 6 | Turn Around Time 371
Process 83 | Waiting Time 370 | Burst Time 2 | Arrival Time 7 | Turn Around Time 372
Process 84 | Waiting Time 372 | Burst Time 5 | Arrival Time 7 | Turn Around Time 377
Process 85 | Waiting Time 377 | Burst Time 5 | Arrival Time 7 | Turn Around Time 382
Process 86 | Waiting Time 382 | Burst Time 5 | Arrival Time 7 | Turn Around Time 387
Process 87 | Waiting Time 387 | Burst Time 4 | Arrival Time 7 | Turn Around Time 391
Process 88 | Waiting Time 391 | Burst Time 5 | Arrival Time 7 | Turn Around Time 396
Process 89 | Waiting Time 396 | Burst Time 5 | Arrival Time 7 | Turn Around Time 401
Process 90 | Waiting Time 401 | Burst Time 5 | Arrival Time 7 | Turn Around Time 406
Process 91 | Waiting Time 406 | Burst Time 4 | Arrival Time 7 | Turn Around Time 410
Process 92 | Waiting Time 410 | Burst Time 8 | Arrival Time 7 | Turn Around Time 418
Process 93 | Waiting Time 418 | Burst Time 6 | Arrival Time 7 | Turn Around Time 424
Process 94 | Waiting Time 424 | Burst Time 2 | Arrival Time 7 | Turn Around Time 426
Process 95 | Waiting Time 426 | Burst Time 5 | Arrival Time 7 | Turn Around Time 431
Process 96 | Waiting Time 430 | Burst Time 5 | Arrival Time 8 | Turn Around Time 435
Process 97 | Waiting Time 435 | Burst Time 4 | Arrival Time 8 | Turn Around Time 439
Process 98 | Waiting Time 439 | Burst Time 5 | Arrival Time 8 | Turn Around Time 444
Process 99 | Waiting Time 444 | Burst Time 4 | Arrival Time 8 | Turn Around Time 448
Process 100 | Waiting Time 448 | Burst Time 3 | Arrival Time 8 | Turn Around Time 451
Process 101 | Waiting Time 451 | Burst Time 6 | Arrival Time 8 | Turn Around Time 457
Process 102 | Waiting Time 457 | Burst Time 4 | Arrival Time 8 | Turn Around Time 461
Process 103 | Waiting Time 460 | Burst Time 6 | Arrival Time 9 | Turn Around Time 466
Process 104 | Waiting Time 466 | Burst Time 4 | Arrival Time 9 | Turn Around Time 470
Process 105 | Waiting Time 470 | Burst Time 4 | Arrival Time 9 | Turn Around Time 474
Process 106 | Waiting Time 474 | Burst Time 5 | Arrival Time 9 | Turn Around Time 479
Process 107 | Waiting Time 479 | Burst Time 6 | Arrival Time 9 | Turn Around Time 485
Process 108 | Waiting Time 485 | Burst Time 3 | Arrival Time 9 | Turn Around Time 488
Process 109 | Waiting Time 488 | Burst Time 6 | Arrival Time 9 | Turn Around Time 494
Process 110 | Waiting Time 494 | Burst Time 4 | Arrival Time 9 | Turn Around Time 498
Process 111 | Waiting Time 498 | Burst Time 4 | Arrival Time 9 | Turn Around Time 502
Process 112 | Waiting Time 502 | Burst Time 4 | Arrival Time 9 | Turn Around Time 506
Process 113 | Waiting Time 506 | Burst Time 4 | Arrival Time 9 | Turn Around Time 510
Process 114 | Waiting Time 509 | Burst Time 4 | Arrival Time 10 | Turn Around Time 513
Process 115 | Waiting Time 513 | Burst Time 5 | Arrival Time 10 | Turn Around Time 518
Process 116 | Waiting Time 518 | Burst Time 5 | Arrival Time 10 | Turn Around Time 523
Process 117 | Waiting Time 523 | Burst Time 3 | Arrival Time 10 | Turn Around Time 526
Process 118 | Waiting Time 526 | Burst Time 5 | Arrival Time 10 | Turn Around Time 531
Process 119 | Waiting Time 531 | Burst Time 6 | Arrival Time 10 | Turn Around Time 537
Process 120 | Waiting Time 537 | Burst Time 4 | Arrival Time 10 | Turn Around Time 541
Process 121 | Waiting Time 541 | Burst Time 5 | Arrival Time 10 | Turn Around Time 546
Process 122 | Waiting Time 546 | Burst Time 5 | Arrival Time 10 | Turn Around Time 551
Process 123 | Waiting Time 551 | Burst Time 4 | Arrival Time 10 | Turn Around Time 555
Process 124 | Waiting Time 555 | Burst Time 5 | Arrival Time 10 | Turn Around Time 560
Process 125 | Waiting Time 560 | Burst Time 4 | Arrival Time 10 | Turn Around Time 564
Process 126 | Waiting Time 564 | Burst Time 4 | Arrival Time 10 | Turn Around Time 568
Process 127 | Waiting Time 568 | Burst Time 6 | Arrival Time 10 | Turn Around Time 574
Process 128 | Waiting Time 574 | Burst Time 4 | Arrival Time 10 | Turn Around Time 578
Process 129 | Waiting Time 578 | Burst Time 4 | Arrival Time 10 | Turn Around Time 582
Process 130 | Waiting Time 581 | Burst Time 3 | Arrival Time 11 | Turn Around Time 584
Process 131 | Waiting Time 584 | Burst Time 5 | Arrival Time 11 | Turn Around Time 589
Process 132 | Waiting Time 589 | Burst Time 5 | Arrival Time 11 | Turn Around Time 594
Process 133 | Waiting Time 594 | Burst Time 4 | Arrival Time 11 | Turn Around Time 598
Process 134 | Waiting Time 598 | Burst Time 5 | Arrival Time 11 | Turn Around Time 603
Process 135 | Waiting Time 603 | Burst Time 7 | Arrival Time 11 | Turn Around Time 610
Process 136 | Waiting Time 610 | Burst Time 5 | Arrival Time 11 | Turn Around Time 615
Process 137 | Waiting Time 615 | Burst Time 5 | Arrival Time 11 | Turn Around Time 620
Process 138 | Waiting Time 620 | Burst Time 4 | Arrival Time 11 | Turn Around Time 624
Process 139 | Waiting Time 624 | Burst Time 5 | Arrival Time 11 | Turn Around Time 629
Process 140 | Waiting Time 629 | Burst Time 5 | Arrival Time 11 | Turn Around Time 634
Process 141 | Waiting Time 634 | Burst Time 4 | Arrival Time 11 | Turn Around Time 638
Process 142 | Waiting Time 638 | Burst Time 4 | Arrival Time 11 | Turn Around Time 642
Process 143 | Waiting Time 642 | Burst Time 5 | Arrival Time 11 | Turn Around Time 647
Process 144 | Waiting Time 647 | Burst Time 4 | Arrival Time 11 | Turn Around Time 651
Process 145 | Waiting Time 650 | Burst Time 4 | Arrival Time 12 | Turn Around Time 654
Process 146 | Waiting Time 654 | Burst Time 3 | Arrival Time 12 | Turn Around Time 657
Process 147 | Waiting Time 657 | Burst Time 4 | Arrival Time 12 | Turn Around Time 661
Process 148 | Waiting Time 661 | Burst Time 5 | Arrival Time 12 | Turn Around Time 666
Process 149 | Waiting Time 666 | Burst Time 5 | Arrival Time 12 | Turn Around Time 671
Process 150 | Waiting Time 671 | Burst Time 5 | Arrival Time 12 | Turn Around Time 676
Process 151 | Waiting Time 676 | Burst Time 6 | Arrival Time 12 | Turn Around Time 682
Process 152 | Waiting Time 682 | Burst Time 6 | Arrival Time 12 | Turn Around Time 688
Process 153 | Waiting Time 688 | Burst Time 6 | Arrival Time 12 | Turn Around Time 694
Process 154 | Waiting Time 693 | Burst Time 6 | Arrival Time 13 | Turn Around Time 699
Process 155 | Waiting Time 699 | Burst Time 4 | Arrival Time 13 | Turn Around Time 703
Process 156 | Waiting Time 703 | Burst Time 5 | Arrival Time 13 | Turn Around Time 708
Process 157 | Waiting Time 708 | Burst Time 5 | Arrival Time 13 | Turn Around Time 713
Process 158 | Waiting Time 713 | Burst Time 5 | Arrival Time 13 | Turn Around Time 718
Process 159 | Waiting Time 718 | Burst Time 3 | Arrival Time 13 | Turn Around Time 721
Process 160 | Waiting Time 721 | Burst Time 5 | Arrival Time 13 | Turn Around Time 726
Process 161 | Waiting Time 726 | Burst Time 5 | Arrival Time 13 | Turn Around Time 731
Process 162 | Waiting Time 731 | Burst Time 3 | Arrival Time 13 | Turn Around Time 734
Process 163 | Waiting Time 734 | Burst Time 4 | Arrival Time 13 | Turn Around Time 738
Process 164 | Waiting Time 738 | Burst Time 4 | Arrival Time 13 | Turn Around Time 742
Process 165 | Waiting Time 742 | Burst Time 6 | Arrival Time 13 | Turn Around Time 748
Process 166 | Waiting Time 748 | Burst Time 7 | Arrival Time 13 | Turn Around Time 755
Process 167 | Waiting Time 755 | Burst Time 3 | Arrival Time 13 | Turn Around Time 758
Process 168 | Waiting Time 758 | Burst Time 6 | Arrival Time 13 | Turn Around Time 764
Process 169 | Waiting Time 763 | Burst Time 5 | Arrival Time 14 | Turn Around Time 768
Process 170 | Waiting Time 768 | Burst Time 4 | Arrival Time 14 | Turn Around Time 772
Process 171 | Waiting Time 772 | Burst Time 4 | Arrival Time 14 | Turn Around Time 776
Process 172 | Waiting Time 776 | Burst Time 3 | Arrival Time 14 | Turn Around Time 779
Process 173 | Waiting Time 779 | Burst Time 5 | Arrival Time 14 | Turn Around Time 784
Process 174 | Waiting Time 784 | Burst Time 5 | Arrival Time 14 | Turn Around Time 789
Process 175 | Waiting Time 789 | Burst Time 5 | Arrival Time 14 | Turn Around Time 794
Process 176 | Waiting Time 794 | Burst Time 3 | Arrival Time 14 | Turn Around Time 797
Process 177 | Waiting Time 797 | Burst Time 4 | Arrival Time 14 | Turn Around Time 801
Process 178 | Waiting Time 801 | Burst Time 6 | Arrival Time 14 | Turn Around Time 807
Process 179 | Waiting Time 807 | Burst Time 5 | Arrival Time 14 | Turn Around Time 812
Process 180 | Waiting Time 812 | Burst Time 4 | Arrival Time 14 | Turn Around Time 816
Process 181 | Waiting Time 816 | Burst Time 4 | Arrival Time 14 | Turn Around Time 820
Process 182 | Waiting Time 820 | Burst Time 4 | Arrival Time 14 | Turn Around Time 824
Process 183 | Waiting Time 823 | Burst Time 4 | Arrival Time 15 | Turn Around Time 827
Process 184 | Waiting Time 827 | Burst Time 4 | Arrival Time 15 | Turn Around Time 831
Process 185 | Waiting Time 831 | Burst Time 5 | Arrival Time 15 | Turn Around Time 836
Process 186 | Waiting Time 836 | Burst Time 3 | Arrival Time 15 | Turn Around Time 839
Process 187 | Waiting Time 839 | Burst Time 3 | Arrival Time 15 | Turn Around Time 842
Process 188 | Waiting Time 842 | Burst Time 5 | Arrival Time 15 | Turn Around Time 847
Process 189 | Waiting Time 847 | Burst Time 6 | Arrival Time 15 | Turn Around Time 853
Process 190 | Waiting Time 853 | Burst Time 4 | Arrival Time 15 | Turn Around Time 857
Process 191 | Waiting Time 857 | Burst Time 4 | Arrival Time 15 | Turn Around Time 861
Process 192 | Waiting Time 861 | Burst Time 6 | Arrival Time 15 | Turn Around Time 867
Process 193 | Waiting Time 867 | Burst Time 6 | Arrival Time 15 | Turn Around Time 873
Process 194 | Waiting Time 873 | Burst Time 6 | Arrival Time 15 | Turn Around Time 879
Process 195 | Waiting Time 879 | Burst Time 3 | Arrival Time 15 | Turn Around Time 882
Process 196 | Waiting Time 882 | Burst Time 4 | Arrival Time 15 | Turn Around Time 886
Process 197 | Waiting Time 886 | Burst Time 5 | Arrival Time 15 | Turn Around Time 891
Process 198 | Waiting Time 891 | Burst Time 4 | Arrival Time 15 | Turn Around Time 895
Process 199 | Waiting Time 895 | Burst Time 4 | Arrival Time 15 | Turn Around Time 899
Process 200 | Waiting Time 899 | Burst Time 5 | Arrival Time 15 | Turn Around Time 904
Process 201 | Waiting Time 903 | Burst Time 4 | Arrival Time 16 | Turn Around Time 907
Process 202 | Waiting Time 907 | Burst Time 4 | Arrival Time 16 | Turn Around Time 911
Process 203 | Waiting Time 911 | Burst Time 5 | Arrival Time 16 | Turn Around Time 916
Process 204 | Waiting Time 916 | Burst Time 4 | Arrival Time 16 | Turn Around Time 920
Process 205 | Waiting Time 920 | Burst Time 6 | Arrival Time 16 | Turn Around Time 926
Process 206 | Waiting Time 926 | Burst Time 5 | Arrival Time 16 | Turn Around Time 931
Process 207 | Waiting Time 931 | Burst Time 4 | Arrival Time 16 | Turn Around Time 935
Process 208 | Waiting Time 935 | Burst Time 5 | Arrival Time 16 | Turn Around Time 940
Process 209 | Waiting Time 940 | Burst Time 3 | Arrival Time 16 | Turn Around Time 943
Process 210 | Waiting Time 943 | Burst Time 3 | Arrival Time 16 | Turn Around Time 946
Process 211 | Waiting Time 946 | Burst Time 2 | Arrival Time 16 | Turn Around Time 948
Process 212 | Waiting Time 948 | Burst Time 4 | Arrival Time 16 | Turn Around Time 952
Process 213 | Waiting Time 952 | Burst Time 6 | Arrival Time 16 | Turn Around Time 958
Process 214 | Waiting Time 957 | Burst Time 6 | Arrival Time 17 | Turn Around Time 963
Process 215 | Waiting Time 963 | Burst Time 5 | Arrival Time 17 | Turn Around Time 968
Process 216 | Waiting Time 968 | Burst Time 4 | Arrival Time 17 | Turn Around Time 972
Process 217 | Waiting Time 972 | Burst Time 5 | Arrival Time 17 | Turn Around Time 977
Process 218 | Waiting Time 977 | Burst Time 4 | Arrival Time 17 | Turn Around Time 981
Process 219 | Waiting Time 981 | Burst Time 3 | Arrival Time 17 | Turn Around Time 984
Process 220 | Waiting Time 984 | Burst Time 4 | Arrival Time 17 | Turn Around Time 988
Process 221 | Waiting Time 988 | Burst Time 5 | Arrival Time 17 | Turn Around Time 993
Process 222 | Waiting Time 993 | Burst Time 5 | Arrival Time 17 | Turn Around Time 998
Process 223 | Waiting Time 998 | Burst Time 5 | Arrival Time 17 | Turn Around Time 1003
Process 224 | Waiting Time 1003 | Burst Time 4 | Arrival Time 17 | Turn Around Time 1007
Process 225 | Waiting Time 1007 | Burst Time 3 | Arrival Time 17 | Turn Around Time 1010
Process 226 | Waiting Time 1010 | Burst Time 4 | Arrival Time 17 | Turn Around Time 1014
Process 227 | Waiting Time 1014 | Burst Time 4 | Arrival Time 17 | Turn Around Time 1018
Process 228 | Waiting Time 1018 | Burst Time 7 | Arrival Time 17 | Turn Around Time 1025
Process 229 | Waiting Time 1025 | Burst Time 5 | Arrival Time 17 | Turn Around Time 1030
Process 230 | Waiting Time 1030 | Burst Time 4 | Arrival Time 17 | Turn Around Time 1034
Process 231 | Waiting Time 1034 | Burst Time 4 | Arrival Time 17 | Turn Around Time 1038
Process 232 | Waiting Time 1038 | Burst Time 4 | Arrival Time 17 | Turn Around Time 1042
Process 233 | Waiting Time 1041 | Burst Time 4 | Arrival Time 18 | Turn Around Time 1045
Process 234 | Waiting Time 1045 | Burst Time 6 | Arrival Time 18 | Turn Around Time 1051
Process 235 | Waiting Time 1051 | Burst Time 5 | Arrival Time 18 | Turn Around Time 1056
Process 236 | Waiting Time 1056 | Burst Time 4 | Arrival Time 18 | Turn Around Time 1060
Process 237 | Waiting Time 1060 | Burst Time 4 | Arrival Time 18 | Turn Around Time 1064
Process 238 | Waiting Time 1064 | Burst Time 6 | Arrival Time 18 | Turn Around Time 1070
Process 239 | Waiting Time 1070 | Burst Time 5 | Arrival Time 18 | Turn Around Time 1075
Process 240 | Waiting Time 1075 | Burst Time 4 | Arrival Time 18 | Turn Around Time 1079
Process 241 | Waiting Time 1079 | Burst Time 6 | Arrival Time 18 | Turn Around Time 1085
Process 242 | Waiting Time 1085 | Burst Time 5 | Arrival Time 18 | Turn Around Time 1090
Process 243 | Waiting Time 1090 | Burst Time 4 | Arrival Time 18 | Turn Around Time 1094
Process 244 | Waiting Time 1094 | Burst Time 4 | Arrival Time 18 | Turn Around Time 1098
Process 245 | Waiting Time 1097 | Burst Time 4 | Arrival Time 19 | Turn Around Time 1101
Process 246 | Waiting Time 1101 | Burst Time 4 | Arrival Time 19 | Turn Around Time 1105
Process 247 | Waiting Time 1105 | Burst Time 5 | Arrival Time 19 | Turn Around Time 1110
Process 248 | Waiting Time 1110 | Burst Time 4 | Arrival Time 19 | Turn Around Time 1114
Process 249 | Waiting Time 1114 | Burst Time 5 | Arrival Time 19 | Turn Around Time 1119
Process 250 | Waiting Time 1119 | Burst Time 5 | Arrival Time 19 | Turn Around Time 1124
Process 251 | Waiting Time 1124 | Burst Time 2 | Arrival Time 19 | Turn Around Time 1126
Process 252 | Waiting Time 1126 | Burst Time 5 | Arrival Time 19 | Turn Around Time 1131
Process 253 | Waiting Time 1131 | Burst Time 5 | Arrival Time 19 | Turn Around Time 1136
Process 254 | Waiting Time 1136 | Burst Time 6 | Arrival Time 19 | Turn Around Time 1142
Process 255 | Waiting Time 1142 | Burst Time 6 | Arrival Time 19 | Turn Around Time 1148
Process 256 | Waiting Time 1148 | Burst Time 5 | Arrival Time 19 | Turn Around Time 1153
Process 257 | Waiting Time 1152 | Burst Time 4 | Arrival Time 20 | Turn Around Time 1156
Process 258 | Waiting Time 1156 | Burst Time 5 | Arrival Time 20 | Turn Around Time 1161
Process 259 | Waiting Time 1161 | Burst Time 6 | Arrival Time 20 | Turn Around Time 1167
Process 260 | Waiting Time 1167 | Burst Time 7 | Arrival Time 20 | Turn Around Time 1174
Process 261 | Waiting Time 1174 | Burst Time 4 | Arrival Time 20 | Turn Around Time 1178
Process 262 | Waiting Time 1178 | Burst Time 5 | Arrival Time 20 | Turn Around Time 1183
Process 263 | Waiting Time 1183 | Burst Time 2 | Arrival Time 20 | Turn Around Time 1185
Process 264 | Waiting Time 1185 | Burst Time 3 | Arrival Time 20 | Turn Around Time 1188
Process 265 | Waiting Time 1188 | Burst Time 2 | Arrival Time 20 | Turn Around Time 1190
Process 266 | Waiting Time 1190 | Burst Time 3 | Arrival Time 20 | Turn Around Time 1193
Process 267 | Waiting Time 1193 | Burst Time 5 | Arrival Time 20 | Turn Around Time 1198
Process 268 | Waiting Time 1198 | Burst Time 5 | Arrival Time 20 | Turn Around Time 1203
Process 269 | Waiting Time 1203 | Burst Time 5 | Arrival Time 20 | Turn Around Time 1208
Process 270 | Waiting Time 1208 | Burst Time 6 | Arrival Time 20 | Turn Around Time 1214
Process 271 | Waiting Time 1213 | Burst Time 4 | Arrival Time 21 | Turn Around Time 1217
Process 272 | Waiting Time 1217 | Burst Time 5 | Arrival Time 21 | Turn Around Time 1222
Process 273 | Waiting Time 1222 | Burst Time 5 | Arrival Time 21 | Turn Around Time 1227
Process 274 | Waiting Time 1227 | Burst Time 5 | Arrival Time 21 | Turn Around Time 1232
Process 275 | Waiting Time 1232 | Burst Time 6 | Arrival Time 21 | Turn Around Time 1238
Process 276 | Waiting Time 1238 | Burst Time 5 | Arrival Time 21 | Turn Around Time 1243
Process 277 | Waiting Time 1243 | Burst Time 5 | Arrival Time 21 | Turn Around Time 1248
Process 278 | Waiting Time 1248 | Burst Time 6 | Arrival Time 21 | Turn Around Time 1254
Process 279 | Waiting Time 1254 | Burst Time 4 | Arrival Time 21 | Turn Around Time 1258
Process 280 | Waiting Time 1257 | Burst Time 5 | Arrival Time 22 | Turn Around Time 1262
Process 281 | Waiting Time 1262 | Burst Time 5 | Arrival Time 22 | Turn Around Time 1267
Process 282 | Waiting Time 1267 | Burst Time 6 | Arrival Time 22 | Turn Around Time 1273
Process 283 | Waiting Time 1273 | Burst Time 4 | Arrival Time 22 | Turn Around Time 1277
Process 284 | Waiting Time 1277 | Burst Time 6 | Arrival Time 22 | Turn Around Time 1283
Process 285 | Waiting Time 1283 | Burst Time 3 | Arrival Time 22 | Turn Around Time 1286
Process 286 | Waiting Time 1286 | Burst Time 5 | Arrival Time 22 | Turn Around Time 1291
Process 287 | Waiting Time 1291 | Burst Time 5 | Arrival Time 22 | Turn Around Time 1296
Process 288 | Waiting Time 1296 | Burst Time 5 | Arrival Time 22 | Turn Around Time 1301
Process 289 | Waiting Time 1301 | Burst Time 6 | Arrival Time 22 | Turn Around Time 1307
Process 290 | Waiting Time 1307 | Burst Time 4 | Arrival Time 22 | Turn Around Time 1311
Process 291 | Waiting Time 1310 | Burst Time 5 | Arrival Time 23 | Turn Around Time 1315
Process 292 | Waiting Time 1315 | Burst Time 5 | Arrival Time 23 | Turn Around Time 1320
Process 293 | Waiting Time 1320 | Burst Time 4 | Arrival Time 23 | Turn Around Time 1324
Process 294 | Waiting Time 1324 | Burst Time 5 | Arrival Time 23 | Turn Around Time 1329
Process 295 | Waiting Time 1329 | Burst Time 5 | Arrival Time 23 | Turn Around Time 1334
Process 296 | Waiting Time 1334 | Burst Time 5 | Arrival Time 23 | Turn Around Time 1339
Process 297 | Waiting Time 1339 | Burst Time 2 | Arrival Time 23 | Turn Around Time 1341
Process 298 | Waiting Time 1340 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1344
Process 299 | Waiting Time 1344 | Burst Time 5 | Arrival Time 24 | Turn Around Time 1349
Process 300 | Waiting Time 1349 | Burst Time 3 | Arrival Time 24 | Turn Around Time 1352
Process 301 | Waiting Time 1352 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1356
