# seed = 1 mean = 50 standard_deviation = 10 number_of_pages = 1000
Capacity of LSU = 5
------------------------------------------------------------
Page Faults = 821
Page Hits = 179
------------------------------------------------------------
[66] <-- Page - 66 | Page Fault Here
[66, 43] <-- Page - 43 | Page Fault Here
[66, 43, 44] <-- Page - 44 | Page Fault Here
[66, 43, 44, 39] <-- Page - 39 | Page Fault Here
[46, 55, 59, 43, 50] <-- Page - 43
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 71] <-- Page - 71 | Page Fault Here
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 56] <-- Page - 56 | Page Fault Here
[46, 55, 59, 43, 53] <-- Page - 53 | Page Fault Here
[46, 55, 59, 43, 53] <-- Page - 46
[46, 55, 59, 43, 38] <-- Page - 38 | Page Fault Here
[46, 55, 59, 43, 38] <-- Page - 46
[46, 55, 59, 43, 47] <-- Page - 47 | Page Fault Here
[46, 55, 59, 43, 47] <-- Page - 55
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 58] <-- Page - 59
[46, 55, 59, 43, 52] <-- Page - 52 | Page Fault Here
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 42] <-- Page - 42 | Page Fault Here
[46, 55, 59, 43, 62] <-- Page - 62 | Page Fault Here
[46, 55, 59, 43, 62] <-- Page - 55
[46, 55, 59, 43, 47] <-- Page - 47 | Page Fault Here
[46, 55, 59, 43, 54] <-- Page - 54 | Page Fault Here
[46, 55, 59, 43, 49] <-- Page - 49 | Page Fault Here
[46, 55, 59, 43, 61] <-- Page - 61 | Page Fault Here
[46, 55, 59, 43, 65] <-- Page - 65 | Page Fault Here
[46, 55, 59, 43, 71] <-- Page - 71 | Page Fault Here
[46, 55, 59, 43, 36] <-- Page - 36 | Page Fault Here
[46, 55, 59, 43, 35] <-- Page - 35 | Page Fault Here
[46, 55, 59, 43, 44] <-- Page - 44 | Page Fault Here
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 53] <-- Page - 53 | Page Fault Here
[46, 55, 59, 43, 29] <-- Page - 29 | Page Fault Here
[46, 55, 59, 43, 29] <-- Page - 46
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 52] <-- Page - 52 | Page Fault Here
[46, 55, 59, 43, 57] <-- Page - 57 | Page Fault Here
[46, 55, 59, 43, 47] <-- Page - 47 | Page Fault Here
[46, 55, 59, 43, 47] <-- Page - 47
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 54] <-- Page - 54 | Page Fault Here
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 51] <-- Page - 51
[46, 55, 59, 43, 51] <-- Page - 43
[46, 55, 59, 43, 53] <-- Page - 53 | Page Fault Here
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 61] <-- Page - 61 | Page Fault Here
[46, 55, 59, 43, 61] <-- Page - 61
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 51] <-- Page - 46
[46, 55, 59, 43, 51] <-- Page - 43
[46, 55, 59, 43, 54] <-- Page - 54 | Page Fault Here
[46, 55, 59, 43, 50] <-- Page - 50 | Page Fault Here
[46, 55, 59, 43, 50] <-- Page - 46
[46, 55, 59, 43, 50] <-- Page - 50
[46, 55, 59, 43, 50] <-- Page - 43
[46, 55, 59, 43, 56] <-- Page - 56 | Page Fault Here
[46, 55, 59, 43, 45] <-- Page - 45 | Page Fault Here
[46, 55, 59, 43, 62] <-- Page - 62 | Page Fault Here
[46, 55, 59, 43, 54] <-- Page - 54 | Page Fault Here
[46, 55, 59, 43, 54] <-- Page - 55
[46, 55, 59, 43, 39] <-- Page - 39 | Page Fault Here
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 57] <-- Page - 57 | Page Fault Here
[46, 55, 59, 43, 40] <-- Page - 40 | Page Fault Here
[46, 55, 59, 43, 47] <-- Page - 47 | Page Fault Here
[46, 55, 59, 43, 50] <-- Page - 50 | Page Fault Here
[46, 55, 59, 43, 36] <-- Page - 36 | Page Fault Here
[46, 55, 59, 43, 53] <-- Page - 53 | Page Fault Here
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 41] <-- Page - 41 | Page Fault Here
[46, 55, 59, 43, 53] <-- Page - 53 | Page Fault Here
[46, 55, 59, 43, 36] <-- Page - 36 | Page Fault Here
[46, 55, 59, 43, 49] <-- Page - 49 | Page Fault Here
[46, 55, 59, 43, 33] <-- Page - 33 | Page Fault Here
[46, 55, 59, 43, 61] <-- Page - 61 | Page Fault Here
[46, 55, 59, 43, 54] <-- Page - 54 | Page Fault Here
[46, 55, 59, 43, 49] <-- Page - 49 | Page Fault Here
[46, 55, 59, 43, 42] <-- Page - 42 | Page Fault Here
[46, 55, 59, 43, 62] <-- Page - 62 | Page Fault Here
[46, 55, 59, 43, 69] <-- Page - 69 | Page Fault Here
[46, 55, 59, 43, 31] <-- Page - 31 | Page Fault Here
[46, 55, 59, 43, 62] <-- Page - 62 | Page Fault Here
[46, 55, 59, 43, 66] <-- Page - 66 | Page Fault Here
[46, 55, 59, 43, 53] <-- Page - 53 | Page Fault Here
[46, 55, 59, 43, 38] <-- Page - 38 | Page Fault Here
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 48] <-- Page - 48 | Page Fault Here
[46, 55, 59, 43, 48] <-- Page - 43
[46, 55, 59, 43, 37] <-- Page - 37 | Page Fault Here
[46, 55, 59, 43, 37] <-- Page - 55
[46, 55, 59, 43, 57] <-- Page - 57 | Page Fault Here
[46, 55, 59, 43, 57] <-- Page - 43
[46, 55, 59, 43, 57] <-- Page - 55
[46, 55, 59, 43, 38] <-- Page - 38 | Page Fault Here
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 50] <-- Page - 50 | Page Fault Here
[46, 55, 59, 43, 48] <-- Page - 48 | Page Fault Here
[46, 55, 59, 43, 48] <-- Page - 48
[46, 55, 59, 43, 58] <-- Page - 58 | Page Fault Here
[46, 55, 59, 43, 57] <-- Page - 57 | Page Fault Here
[46, 55, 59, 43, 57] <-- Page - 55
[46, 55, 59, 43, 51] <-- Page - 51 | Page Fault Here
[46, 55, 59, 43, 50] <-- Page - 50 | Page Fault Here
[46, 55, 59, 43, 56] <-- Page - 56 | Page Fault Here
[46, 55, 59, 43, 52] <-- Page - 52 | Page Fault Here
[46, 55, 59, 43, 56] <-- Page - 56 | Page Fault Here
[46, 55, 59, 43, 56] <-- Page - 46
[46, 55, 59, 43, 25] <-- Page - 25 | Page Fault Here
[46, 55, 59, 43, 60] <-- Page - 60 | Page Fault Here
[46, 55, 59, 43, 71] <-- Page - 71 | Page Fault Here
[46, 55, 59, 43, 54] <-- Page - 54 | Page Fault Here
[46, 55, 59, 43, 48] <-- Page - 48 | Page Fault Here
[46, 55, 59, 43, 48] <-- Page - 48
[46, 55, 59, 43, 48] <-- Page - 48
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 48
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 71] <-- Page - 71 | Page Fault Here
[46, 55, 43, 48, 31] <-- Page - 31 | Page Fault Here
[46, 55, 43, 48, 31] <-- Page - 43
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 75] <-- Page - 75 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 46
[46, 55, 43, 48, 37] <-- Page - 37 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 55
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 48
[46, 55, 43, 48, 62] <-- Page - 43
[46, 55, 43, 48, 62] <-- Page - 55
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 69] <-- Page - 69 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 33] <-- Page - 33 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 69] <-- Page - 69 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 32] <-- Page - 32 | Page Fault Here
[46, 55, 43, 48, 33] <-- Page - 33 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 69] <-- Page - 69 | Page Fault Here
[46, 55, 43, 48, 69] <-- Page - 46
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 37] <-- Page - 37 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 66] <-- Page - 66 | Page Fault Here
[46, 55, 43, 48, 66] <-- Page - 55
[46, 55, 43, 48, 65] <-- Page - 65 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 37] <-- Page - 37 | Page Fault Here
[46, 55, 43, 48, 74] <-- Page - 74 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 48
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 48
[46, 55, 43, 48, 37] <-- Page - 37 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 43
[46, 55, 43, 48, 33] <-- Page - 33 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 46
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 68] <-- Page - 68 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 46
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 22] <-- Page - 22 | Page Fault Here
[46, 55, 43, 48, 69] <-- Page - 69 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 70] <-- Page - 70 | Page Fault Here
[46, 55, 43, 48, 70] <-- Page - 55
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 43
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 34] <-- Page - 34 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 46
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52
[46, 55, 43, 48, 52] <-- Page - 52
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 65] <-- Page - 65 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 48
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 43
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 55
[46, 55, 43, 48, 70] <-- Page - 70 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 66] <-- Page - 66 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 43
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 43
[46, 55, 43, 48, 80] <-- Page - 80 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 48
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 48
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 43
[46, 55, 43, 48, 29] <-- Page - 29 | Page Fault Here
[46, 55, 43, 48, 30] <-- Page - 30 | Page Fault Here
[46, 55, 43, 48, 24] <-- Page - 24 | Page Fault Here
[46, 55, 43, 48, 28] <-- Page - 28 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 48
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 48
[46, 55, 43, 48, 50] <-- Page - 48
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 48
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 48
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 43
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 30] <-- Page - 30 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 55
[46, 55, 43, 48, 22] <-- Page - 22 | Page Fault Here
[46, 55, 43, 48, 22] <-- Page - 55
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 68] <-- Page - 68 | Page Fault Here
[46, 55, 43, 48, 68] <-- Page - 55
[46, 55, 43, 48, 71] <-- Page - 71 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 32] <-- Page - 32 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 34] <-- Page - 34 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 48
[46, 55, 43, 48, 56] <-- Page - 48
[46, 55, 43, 48, 56] <-- Page - 48
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 31] <-- Page - 31 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 71] <-- Page - 71 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 28] <-- Page - 28 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 70] <-- Page - 70 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 25] <-- Page - 25 | Page Fault Here
[46, 55, 43, 48, 32] <-- Page - 32 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 29] <-- Page - 29 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 66] <-- Page - 66 | Page Fault Here
[46, 55, 43, 48, 66] <-- Page - 46
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 70] <-- Page - 70 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 48
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
