normal_distribution seed=(1, 2) mean=(250, 20) standard_deviation=(50, 15) sample_size=1000
Burst Time = 183 Arrival Time = 33
Burst Time = 161 Arrival Time = 3
Burst Time = 167 Arrival Time = 29
Burst Time = 205 Arrival Time = 31
Burst Time = 194 Arrival Time = 4
Burst Time = 347 Arrival Time = 18
Burst Time = 233 Arrival Time = 7
Burst Time = 182 Arrival Time = 24
Burst Time = 305 Arrival Time = 15
Burst Time = 220 Arrival Time = 0
Burst Time = 188 Arrival Time = 9
Burst Time = 293 Arrival Time = 23
Burst Time = 281 Arrival Time = 11
Burst Time = 228 Arrival Time = 24
Burst Time = 320 Arrival Time = 28
Burst Time = 256 Arrival Time = 7
Burst Time = 330 Arrival Time = 15
Burst Time = 275 Arrival Time = 52
Burst Time = 327 Arrival Time = 21
Burst Time = 255 Arrival Time = 7
Burst Time = 189 Arrival Time = 20
Burst Time = 372 Arrival Time = 0
Burst Time = 222 Arrival Time = 36
Burst Time = 240 Arrival Time = 25
Burst Time = 214 Arrival Time = 36
Burst Time = 239 Arrival Time = 33
Burst Time = 262 Arrival Time = 25
Burst Time = 260 Arrival Time = 34
Burst Time = 283 Arrival Time = 22
Burst Time = 339 Arrival Time = 10
Burst Time = 243 Arrival Time = 4
Burst Time = 188 Arrival Time = 13
Burst Time = 190 Arrival Time = 17
Burst Time = 216 Arrival Time = 47
Burst Time = 166 Arrival Time = 5
Burst Time = 291 Arrival Time = 18
Burst Time = 225 Arrival Time = 0
Burst Time = 234 Arrival Time = 10
Burst Time = 249 Arrival Time = 18
Burst Time = 180 Arrival Time = 15
Burst Time = 206 Arrival Time = 17
Burst Time = 283 Arrival Time = 28
Burst Time = 280 Arrival Time = 10
Burst Time = 227 Arrival Time = 25
Burst Time = 340 Arrival Time = 27
Burst Time = 184 Arrival Time = 14
Burst Time = 232 Arrival Time = 15
Burst Time = 238 Arrival Time = 28
Burst Time = 110 Arrival Time = 20
Burst Time = 346 Arrival Time = 22
Burst Time = 268 Arrival Time = 15
Burst Time = 197 Arrival Time = 20
Burst Time = 352 Arrival Time = 25
Burst Time = 279 Arrival Time = 17
Burst Time = 271 Arrival Time = 25
Burst Time = 219 Arrival Time = 48
Burst Time = 255 Arrival Time = 21
Burst Time = 173 Arrival Time = 29
Burst Time = 289 Arrival Time = 7
Burst Time = 231 Arrival Time = 7
Burst Time = 256 Arrival Time = 12
Burst Time = 310 Arrival Time = 4
Burst Time = 264 Arrival Time = 19
Burst Time = 263 Arrival Time = 5
Burst Time = 263 Arrival Time = 17
Burst Time = 213 Arrival Time = 1
Burst Time = 291 Arrival Time = 4
Burst Time = 327 Arrival Time = 9
Burst Time = 287 Arrival Time = 3
Burst Time = 294 Arrival Time = 10
Burst Time = 206 Arrival Time = 10
Burst Time = 206 Arrival Time = 14
Burst Time = 177 Arrival Time = 35
Burst Time = 311 Arrival Time = 40
Burst Time = 237 Arrival Time = 30
Burst Time = 319 Arrival Time = 14
Burst Time = 210 Arrival Time = 42
Burst Time = 228 Arrival Time = 2
Burst Time = 254 Arrival Time = 10
Burst Time = 296 Arrival Time = 24
Burst Time = 253 Arrival Time = 19
Burst Time = 260 Arrival Time = 17
Burst Time = 250 Arrival Time = 20
Burst Time = 258 Arrival Time = 4
Burst Time = 194 Arrival Time = 2
Burst Time = 254 Arrival Time = 38
Burst Time = 240 Arrival Time = 35
Burst Time = 247 Arrival Time = 9
Burst Time = 274 Arrival Time = 48
Burst Time = 215 Arrival Time = 3
Burst Time = 245 Arrival Time = 11
Burst Time = 235 Arrival Time = 24
Burst Time = 270 Arrival Time = 2
Burst Time = 289 Arrival Time = 12
Burst Time = 202 Arrival Time = 17
Burst Time = 279 Arrival Time = 14
Burst Time = 353 Arrival Time = 33
Burst Time = 176 Arrival Time = 28
Burst Time = 208 Arrival Time = 3
Burst Time = 205 Arrival Time = 9
Burst Time = 236 Arrival Time = 22
Burst Time = 331 Arrival Time = 18
Burst Time = 250 Arrival Time = 8
Burst Time = 215 Arrival Time = 26
Burst Time = 281 Arrival Time = 32
Burst Time = 220 Arrival Time = 10
Burst Time = 306 Arrival Time = 31
Burst Time = 265 Arrival Time = 4
Burst Time = 319 Arrival Time = 4
Burst Time = 216 Arrival Time = 27
Burst Time = 401 Arrival Time = 7
Burst Time = 291 Arrival Time = 5
Burst Time = 282 Arrival Time = 16
Burst Time = 247 Arrival Time = 9
Burst Time = 213 Arrival Time = 24
Burst Time = 206 Arrival Time = 1
Burst Time = 243 Arrival Time = 14
Burst Time = 210 Arrival Time = 67
Burst Time = 264 Arrival Time = 21
Burst Time = 208 Arrival Time = 8
Burst Time = 281 Arrival Time = 28
Burst Time = 297 Arrival Time = 28
Burst Time = 214 Arrival Time = 40
Burst Time = 309 Arrival Time = 22
Burst Time = 238 Arrival Time = 10
Burst Time = 307 Arrival Time = 41
Burst Time = 271 Arrival Time = 30
Burst Time = 306 Arrival Time = 7
Burst Time = 200 Arrival Time = 31
Burst Time = 244 Arrival Time = 16
Burst Time = 322 Arrival Time = 36
Burst Time = 219 Arrival Time = 14
Burst Time = 148 Arrival Time = 31
Burst Time = 152 Arrival Time = 22
Burst Time = 124 Arrival Time = 28
Burst Time = 144 Arrival Time = 19
Burst Time = 229 Arrival Time = 13
Burst Time = 313 Arrival Time = 21
Burst Time = 227 Arrival Time = 29
Burst Time = 266 Arrival Time = 26
Burst Time = 244 Arrival Time = 44
Burst Time = 250 Arrival Time = 26
Burst Time = 241 Arrival Time = 29
Burst Time = 241 Arrival Time = 51
Burst Time = 273 Arrival Time = 20
Burst Time = 191 Arrival Time = 28
Burst Time = 300 Arrival Time = 10
Burst Time = 296 Arrival Time = 20
Burst Time = 240 Arrival Time = 44
Burst Time = 290 Arrival Time = 24
Burst Time = 214 Arrival Time = 41
Burst Time = 223 Arrival Time = 4
Burst Time = 257 Arrival Time = 1
Burst Time = 240 Arrival Time = 24
Burst Time = 227 Arrival Time = 0
Burst Time = 216 Arrival Time = 60
Burst Time = 222 Arrival Time = 38
Burst Time = 296 Arrival Time = 1
Burst Time = 152 Arrival Time = 17
Burst Time = 267 Arrival Time = 11
Burst Time = 238 Arrival Time = 26
Burst Time = 286 Arrival Time = 19
Burst Time = 275 Arrival Time = 33
Burst Time = 110 Arrival Time = 42
Burst Time = 279 Arrival Time = 16
Burst Time = 266 Arrival Time = 2
Burst Time = 251 Arrival Time = 28
Burst Time = 226 Arrival Time = 17
Burst Time = 292 Arrival Time = 37
Burst Time = 229 Arrival Time = 17
Burst Time = 341 Arrival Time = 32
Burst Time = 278 Arrival Time = 25
Burst Time = 356 Arrival Time = 17
Burst Time = 210 Arrival Time = 13
Burst Time = 162 Arrival Time = 30
Burst Time = 285 Arrival Time = 57
Burst Time = 292 Arrival Time = 32
Burst Time = 251 Arrival Time = 18
Burst Time = 173 Arrival Time = 30
Burst Time = 227 Arrival Time = 21
Burst Time = 280 Arrival Time = 0
Burst Time = 240 Arrival Time = 24
Burst Time = 244 Arrival Time = 43
Burst Time = 241 Arrival Time = 15
Burst Time = 203 Arrival Time = 3
Burst Time = 223 Arrival Time = 27
Burst Time = 178 Arrival Time = 47
Burst Time = 338 Arrival Time = 34
Burst Time = 226 Arrival Time = 35
Burst Time = 273 Arrival Time = 54
Burst Time = 198 Arrival Time = 44
Burst Time = 289 Arrival Time = 30
Burst Time = 156 Arrival Time = 16
Burst Time = 296 Arrival Time = 22
Burst Time = 248 Arrival Time = 18
Burst Time = 355 Arrival Time = 32
Burst Time = 184 Arrival Time = 6
Burst Time = 253 Arrival Time = 43
Burst Time = 268 Arrival Time = 22
Burst Time = 311 Arrival Time = 13
Burst Time = 228 Arrival Time = 32
Burst Time = 254 Arrival Time = 11
Burst Time = 142 Arrival Time = 7
Burst Time = 208 Arrival Time = 10
Burst Time = 272 Arrival Time = 32
Burst Time = 305 Arrival Time = 12
Burst Time = 235 Arrival Time = 41
Burst Time = 352 Arrival Time = 13
Burst Time = 338 Arrival Time = 27
Burst Time = 246 Arrival Time = 9
Burst Time = 129 Arrival Time = 37
Burst Time = 161 Arrival Time = 16
Burst Time = 211 Arrival Time = 27
Burst Time = 305 Arrival Time = 12
Burst Time = 265 Arrival Time = 3
Burst Time = 145 Arrival Time = 16
Burst Time = 238 Arrival Time = 36
Burst Time = 330 Arrival Time = 4
Burst Time = 231 Arrival Time = 2
Burst Time = 212 Arrival Time = 15
Burst Time = 352 Arrival Time = 31
Burst Time = 252 Arrival Time = 4
Burst Time = 226 Arrival Time = 11
Burst Time = 267 Arrival Time = 22
Burst Time = 250 Arrival Time = 15
Burst Time = 228 Arrival Time = 24
Burst Time = 310 Arrival Time = 37
Burst Time = 305 Arrival Time = 20
Burst Time = 292 Arrival Time = 19
Burst Time = 244 Arrival Time = 31
Burst Time = 307 Arrival Time = 19
Burst Time = 247 Arrival Time = 5
Burst Time = 273 Arrival Time = 4
Burst Time = 301 Arrival Time = 3
Burst Time = 290 Arrival Time = 48
Burst Time = 339 Arrival Time = 19
Burst Time = 272 Arrival Time = 28
Burst Time = 165 Arrival Time = 30
Burst Time = 191 Arrival Time = 5
Burst Time = 317 Arrival Time = 29
Burst Time = 233 Arrival Time = 11
Burst Time = 269 Arrival Time = 11
Burst Time = 207 Arrival Time = 16
Burst Time = 300 Arrival Time = 3
Burst Time = 230 Arrival Time = 14
Burst Time = 322 Arrival Time = 25
Burst Time = 223 Arrival Time = 54
Burst Time = 305 Arrival Time = 12
Burst Time = 283 Arrival Time = 17
Burst Time = 213 Arrival Time = 25
Burst Time = 304 Arrival Time = 22
Burst Time = 204 Arrival Time = 17
Burst Time = 208 Arrival Time = 3
Burst Time = 286 Arrival Time = 5
Burst Time = 218 Arrival Time = 17
Burst Time = 220 Arrival Time = 2
Burst Time = 232 Arrival Time = 10
Burst Time = 199 Arrival Time = 1
Burst Time = 302 Arrival Time = 36
Burst Time = 280 Arrival Time = 2
Burst Time = 246 Arrival Time = 48
Burst Time = 244 Arrival Time = 11
Burst Time = 272 Arrival Time = 4
Burst Time = 338 Arrival Time = 2
Burst Time = 293 Arrival Time = 31
Burst Time = 224 Arrival Time = 35
Burst Time = 288 Arrival Time = 7
Burst Time = 244 Arrival Time = 24
Burst Time = 240 Arrival Time = 17
Burst Time = 343 Arrival Time = 16
Burst Time = 229 Arrival Time = 22
Burst Time = 226 Arrival Time = 31
Burst Time = 152 Arrival Time = 8
Burst Time = 179 Arrival Time = 13
Burst Time = 272 Arrival Time = 23
Burst Time = 215 Arrival Time = 18
Burst Time = 275 Arrival Time = 30
Burst Time = 194 Arrival Time = 5
Burst Time = 211 Arrival Time = 5
Burst Time = 283 Arrival Time = 43
Burst Time = 323 Arrival Time = 0
Burst Time = 279 Arrival Time = 25
Burst Time = 309 Arrival Time = 8
Burst Time = 335 Arrival Time = 13
Burst Time = 302 Arrival Time = 0
Burst Time = 204 Arrival Time = 37
Burst Time = 244 Arrival Time = 8
Burst Time = 281 Arrival Time = 2
Burst Time = 229 Arrival Time = 6
Burst Time = 272 Arrival Time = 37
Burst Time = 171 Arrival Time = 24
Burst Time = 208 Arrival Time = 30
Burst Time = 276 Arrival Time = 19
Burst Time = 138 Arrival Time = 23
Burst Time = 194 Arrival Time = 27
Burst Time = 249 Arrival Time = 43
Burst Time = 164 Arrival Time = 23
Burst Time = 252 Arrival Time = 2
Burst Time = 210 Arrival Time = 37
Burst Time = 235 Arrival Time = 21
Burst Time = 237 Arrival Time = 3
Burst Time = 259 Arrival Time = 17
Burst Time = 221 Arrival Time = 5
Burst Time = 254 Arrival Time = 51
Burst Time = 219 Arrival Time = 14
Burst Time = 277 Arrival Time = 10
Burst Time = 334 Arrival Time = 24
Burst Time = 259 Arrival Time = 7
Burst Time = 258 Arrival Time = 39
Burst Time = 191 Arrival Time = 22
Burst Time = 284 Arrival Time = 6
Burst Time = 212 Arrival Time = 12
Burst Time = 209 Arrival Time = 3
Burst Time = 277 Arrival Time = 8
Burst Time = 259 Arrival Time = 10
Burst Time = 305 Arrival Time = 10
Burst Time = 322 Arrival Time = 22
Burst Time = 223 Arrival Time = 6
Burst Time = 256 Arrival Time = 6
Burst Time = 338 Arrival Time = 31
Burst Time = 298 Arrival Time = 48
Burst Time = 285 Arrival Time = 10
Burst Time = 315 Arrival Time = 47
Burst Time = 219 Arrival Time = 10
Burst Time = 281 Arrival Time = 28
Burst Time = 320 Arrival Time = 11
Burst Time = 331 Arrival Time = 18
Burst Time = 209 Arrival Time = 5
Burst Time = 237 Arrival Time = 11
Burst Time = 269 Arrival Time = 15
Burst Time = 235 Arrival Time = 14
Burst Time = 230 Arrival Time = 26
Burst Time = 284 Arrival Time = 54
Burst Time = 232 Arrival Time = 10
Burst Time = 160 Arrival Time = 17
Burst Time = 268 Arrival Time = 6
Burst Time = 228 Arrival Time = 17
Burst Time = 213 Arrival Time = 40
Burst Time = 171 Arrival Time = 0
Burst Time = 300 Arrival Time = 8
Burst Time = 138 Arrival Time = 20
Burst Time = 165 Arrival Time = 33
Burst Time = 236 Arrival Time = 24
Burst Time = 311 Arrival Time = 47
Burst Time = 315 Arrival Time = 17
Burst Time = 192 Arrival Time = 7
Burst Time = 241 Arrival Time = 22
Burst Time = 174 Arrival Time = 21
Burst Time = 300 Arrival Time = 7
Burst Time = 176 Arrival Time = 15
Burst Time = 242 Arrival Time = 11
Burst Time = 301 Arrival Time = 46
Burst Time = 238 Arrival Time = 10
Burst Time = 323 Arrival Time = 0
Burst Time = 206 Arrival Time = 24
Burst Time = 268 Arrival Time = 7
Burst Time = 292 Arrival Time = 26
Burst Time = 243 Arrival Time = 26
Burst Time = 319 Arrival Time = 7
Burst Time = 277 Arrival Time = 11
Burst Time = 168 Arrival Time = 10
Burst Time = 447 Arrival Time = 44
Burst Time = 282 Arrival Time = 25
Burst Time = 255 Arrival Time = 1
Burst Time = 180 Arrival Time = 1
Burst Time = 254 Arrival Time = 18
Burst Time = 227 Arrival Time = 19
Burst Time = 282 Arrival Time = 8
Burst Time = 268 Arrival Time = 24
Burst Time = 342 Arrival Time = 17
Burst Time = 257 Arrival Time = 36
Burst Time = 275 Arrival Time = 26
Burst Time = 268 Arrival Time = 18
Burst Time = 242 Arrival Time = 22
Burst Time = 240 Arrival Time = 6
Burst Time = 305 Arrival Time = 33
Burst Time = 289 Arrival Time = 25
Burst Time = 218 Arrival Time = 13
Burst Time = 194 Arrival Time = 21
Burst Time = 246 Arrival Time = 11
Burst Time = 308 Arrival Time = 57
Burst Time = 248 Arrival Time = 13
Burst Time = 337 Arrival Time = 27
Burst Time = 211 Arrival Time = 25
Burst Time = 257 Arrival Time = 8
Burst Time = 124 Arrival Time = 20
Burst Time = 220 Arrival Time = 15
Burst Time = 234 Arrival Time = 23
Burst Time = 275 Arrival Time = 23
Burst Time = 335 Arrival Time = 31
Burst Time = 251 Arrival Time = 31
Burst Time = 322 Arrival Time = 13
Burst Time = 283 Arrival Time = 12
Burst Time = 299 Arrival Time = 11
Burst Time = 226 Arrival Time = 7
Burst Time = 319 Arrival Time = 6
Burst Time = 196 Arrival Time = 29
Burst Time = 274 Arrival Time = 18
Burst Time = 202 Arrival Time = 16
Burst Time = 224 Arrival Time = 4
Burst Time = 176 Arrival Time = 2
Burst Time = 224 Arrival Time = 17
Burst Time = 267 Arrival Time = 18
Burst Time = 246 Arrival Time = 30
Burst Time = 182 Arrival Time = 28
Burst Time = 323 Arrival Time = 18
Burst Time = 266 Arrival Time = 3
Burst Time = 300 Arrival Time = 19
Burst Time = 289 Arrival Time = 20
Burst Time = 216 Arrival Time = 30
Burst Time = 152 Arrival Time = 31
Burst Time = 204 Arrival Time = 16
Burst Time = 311 Arrival Time = 19
Burst Time = 197 Arrival Time = 30
Burst Time = 290 Arrival Time = 26
Burst Time = 219 Arrival Time = 17
Burst Time = 269 Arrival Time = 12
Burst Time = 158 Arrival Time = 10
Burst Time = 308 Arrival Time = 32
Burst Time = 248 Arrival Time = 22
Burst Time = 294 Arrival Time = 34
Burst Time = 259 Arrival Time = 14
Burst Time = 289 Arrival Time = 21
Burst Time = 244 Arrival Time = 31
Burst Time = 287 Arrival Time = 30
Burst Time = 174 Arrival Time = 25
Burst Time = 195 Arrival Time = 36
Burst Time = 286 Arrival Time = 40
Burst Time = 248 Arrival Time = 40
Burst Time = 238 Arrival Time = 4
Burst Time = 241 Arrival Time = 12
Burst Time = 275 Arrival Time = 15
Burst Time = 220 Arrival Time = 14
Burst Time = 275 Arrival Time = 4
Burst Time = 204 Arrival Time = 39
Burst Time = 229 Arrival Time = 4
Burst Time = 299 Arrival Time = 21
Burst Time = 303 Arrival Time = 16
Burst Time = 195 Arrival Time = 12
Burst Time = 291 Arrival Time = 16
Burst Time = 198 Arrival Time = 5
Burst Time = 286 Arrival Time = 31
Burst Time = 155 Arrival Time = 55
Burst Time = 194 Arrival Time = 6
Burst Time = 224 Arrival Time = 7
Burst Time = 241 Arrival Time = 46
Burst Time = 321 Arrival Time = 28
Burst Time = 295 Arrival Time = 15
Burst Time = 328 Arrival Time = 0
Burst Time = 310 Arrival Time = 30
Burst Time = 235 Arrival Time = 23
Burst Time = 236 Arrival Time = 43
Burst Time = 303 Arrival Time = 6
Burst Time = 252 Arrival Time = 17
Burst Time = 242 Arrival Time = 15
Burst Time = 183 Arrival Time = 16
Burst Time = 244 Arrival Time = 35
Burst Time = 110 Arrival Time = 32
Burst Time = 227 Arrival Time = 10
Burst Time = 201 Arrival Time = 18
Burst Time = 284 Arrival Time = 16
Burst Time = 226 Arrival Time = 33
Burst Time = 233 Arrival Time = 17
Burst Time = 317 Arrival Time = 3
Burst Time = 197 Arrival Time = 14
Burst Time = 265 Arrival Time = 19
Burst Time = 155 Arrival Time = 33
Burst Time = 254 Arrival Time = 39
Burst Time = 270 Arrival Time = 39
Burst Time = 292 Arrival Time = 25
Burst Time = 205 Arrival Time = 12
Burst Time = 265 Arrival Time = 28
Burst Time = 265 Arrival Time = 17
Burst Time = 249 Arrival Time = 10
Burst Time = 257 Arrival Time = 24
Burst Time = 273 Arrival Time = 26
Burst Time = 269 Arrival Time = 32
Burst Time = 200 Arrival Time = 6
Burst Time = 190 Arrival Time = 5
Burst Time = 375 Arrival Time = 27
Burst Time = 345 Arrival Time = 5
Burst Time = 180 Arrival Time = 34
Burst Time = 272 Arrival Time = 3
Burst Time = 281 Arrival Time = 11
Burst Time = 287 Arrival Time = 7
Burst Time = 257 Arrival Time = 50
Burst Time = 203 Arrival Time = 12
Burst Time = 240 Arrival Time = 18
Burst Time = 225 Arrival Time = 11
Burst Time = 256 Arrival Time = 16
Burst Time = 236 Arrival Time = 32
Burst Time = 243 Arrival Time = 21
Burst Time = 300 Arrival Time = 19
Burst Time = 311 Arrival Time = 37
Burst Time = 190 Arrival Time = 0
Burst Time = 227 Arrival Time = 36
Burst Time = 210 Arrival Time = 43
Burst Time = 311 Arrival Time = 1
Burst Time = 247 Arrival Time = 23
Burst Time = 322 Arrival Time = 0
Burst Time = 226 Arrival Time = 11
Burst Time = 251 Arrival Time = 6
Burst Time = 182 Arrival Time = 27
Burst Time = 315 Arrival Time = 31
Burst Time = 231 Arrival Time = 14
Burst Time = 175 Arrival Time = 6
Burst Time = 220 Arrival Time = 13
Burst Time = 134 Arrival Time = 8
Burst Time = 248 Arrival Time = 10
Burst Time = 255 Arrival Time = 16
Burst Time = 264 Arrival Time = 16
Burst Time = 324 Arrival Time = 17
Burst Time = 234 Arrival Time = 52
Burst Time = 290 Arrival Time = 29
Burst Time = 265 Arrival Time = 17
Burst Time = 240 Arrival Time = 20
Burst Time = 146 Arrival Time = 24
Burst Time = 297 Arrival Time = 9
Burst Time = 224 Arrival Time = 11
Burst Time = 250 Arrival Time = 8
Burst Time = 186 Arrival Time = 16
Burst Time = 264 Arrival Time = 21
Burst Time = 255 Arrival Time = 8
Burst Time = 251 Arrival Time = 5
Burst Time = 243 Arrival Time = 15
Burst Time = 302 Arrival Time = 20
Burst Time = 298 Arrival Time = 28
