# seed=(1, 2) mean=(250, 20) standard_deviation=(50, 15) number_of_processes=1000
------------------------------------------------------------
Average waiting time : 125497.092
Average turn around time : 125748.558
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 359 | Arrival Time 81 | Turn Around Time 359
Process 51 | Waiting Time 12810 | Burst Time 240 | Arrival Time 44 | Turn Around Time 13050
Process 52 | Waiting Time 13050 | Burst Time 198 | Arrival Time 44 | Turn Around Time 13248
Process 53 | Waiting Time 13248 | Burst Time 447 | Arrival Time 44 | Turn Around Time 13695
Process 54 | Waiting Time 13695 | Burst Time 285 | Arrival Time 44 | Turn Around Time 13980
Process 55 | Waiting Time 13981 | Burst Time 148 | Arrival Time 43 | Turn Around Time 14129
Process 56 | Waiting Time 14129 | Burst Time 244 | Arrival Time 43 | Turn Around Time 14373
Process 57 | Waiting Time 14373 | Burst Time 253 | Arrival Time 43 | Turn Around Time 14626
Process 58 | Waiting Time 14626 | Burst Time 283 | Arrival Time 43 | Turn Around Time 14909
Process 59 | Waiting Time 14909 | Burst Time 249 | Arrival Time 43 | Turn Around Time 15158
Process 60 | Waiting Time 15158 | Burst Time 236 | Arrival Time 43 | Turn Around Time 15394
Process 61 | Waiting Time 15394 | Burst Time 210 | Arrival Time 43 | Turn Around Time 15604
Process 62 | Waiting Time 15604 | Burst Time 320 | Arrival Time 43 | Turn Around Time 15924
Process 63 | Waiting Time 15925 | Burst Time 252 | Arrival Time 42 | Turn Around Time 16177
Process 64 | Waiting Time 16177 | Burst Time 217 | Arrival Time 42 | Turn Around Time 16394
Process 65 | Waiting Time 16394 | Burst Time 347 | Arrival Time 42 | Turn Around Time 16741
Process 66 | Waiting Time 16741 | Burst Time 210 | Arrival Time 42 | Turn Around Time 16951
Process 67 | Waiting Time 16951 | Burst Time 110 | Arrival Time 42 | Turn Around Time 17061
Process 68 | Waiting Time 17062 | Burst Time 218 | Arrival Time 41 | Turn Around Time 17280
Process 69 | Waiting Time 17280 | Burst Time 307 | Arrival Time 41 | Turn Around Time 17587
Process 70 | Waiting Time 17587 | Burst Time 214 | Arrival Time 41 | Turn Around Time 17801
Process 71 | Waiting Time 17801 | Burst Time 235 | Arrival Time 41 | Turn Around Time 18036
Process 72 | Waiting Time 18036 | Burst Time 272 | Arrival Time 41 | Turn Around Time 18308
Process 73 | Waiting Time 18308 | Burst Time 282 | Arrival Time 41 | Turn Around Time 18590
Process 74 | Waiting Time 18590 | Burst Time 223 | Arrival Time 41 | Turn Around Time 18813
Process 75 | Waiting Time 18814 | Burst Time 249 | Arrival Time 40 | Turn Around Time 19063
Process 76 | Waiting Time 19063 | Burst Time 216 | Arrival Time 40 | Turn Around Time 19279
Process 77 | Waiting Time 19279 | Burst Time 186 | Arrival Time 40 | Turn Around Time 19465
Process 78 | Waiting Time 19465 | Burst Time 311 | Arrival Time 40 | Turn Around Time 19776
Process 79 | Waiting Time 19776 | Burst Time 214 | Arrival Time 40 | Turn Around Time 19990
Process 80 | Waiting Time 19990 | Burst Time 213 | Arrival Time 40 | Turn Around Time 20203
Process 81 | Waiting Time 20203 | Burst Time 286 | Arrival Time 40 | Turn Around Time 20489
Process 82 | Waiting Time 20489 | Burst Time 248 | Arrival Time 40 | Turn Around Time 20737
Process 83 | Waiting Time 20737 | Burst Time 260 | Arrival Time 40 | Turn Around Time 20997
Process 84 | Waiting Time 20998 | Burst Time 279 | Arrival Time 39 | Turn Around Time 21277
Process 85 | Waiting Time 21277 | Burst Time 258 | Arrival Time 39 | Turn Around Time 21535
Process 86 | Waiting Time 21535 | Burst Time 204 | Arrival Time 39 | Turn Around Time 21739
Process 87 | Waiting Time 21739 | Burst Time 254 | Arrival Time 39 | Turn Around Time 21993
Process 88 | Waiting Time 21993 | Burst Time 270 | Arrival Time 39 | Turn Around Time 22263
Process 89 | Waiting Time 22263 | Burst Time 258 | Arrival Time 39 | Turn Around Time 22521
Process 90 | Waiting Time 22522 | Burst Time 270 | Arrival Time 38 | Turn Around Time 22792
Process 91 | Waiting Time 22792 | Burst Time 268 | Arrival Time 38 | Turn Around Time 23060
Process 92 | Waiting Time 23060 | Burst Time 311 | Arrival Time 38 | Turn Around Time 23371
Process 93 | Waiting Time 23371 | Burst Time 254 | Arrival Time 38 | Turn Around Time 23625
Process 94 | Waiting Time 23625 | Burst Time 222 | Arrival Time 38 | Turn Around Time 23847
Process 95 | Waiting Time 23847 | Burst Time 254 | Arrival Time 38 | Turn Around Time 24101
Process 96 | Waiting Time 24101 | Burst Time 273 | Arrival Time 38 | Turn Around Time 24374
Process 97 | Waiting Time 24375 | Burst Time 206 | Arrival Time 37 | Turn Around Time 24581
Process 98 | Waiting Time 24581 | Burst Time 218 | Arrival Time 37 | Turn Around Time 24799
Process 99 | Waiting Time 24799 | Burst Time 227 | Arrival Time 37 | Turn Around Time 25026
Process 100 | Waiting Time 25026 | Burst Time 234 | Arrival Time 37 | Turn Around Time 25260
Process 101 | Waiting Time 25260 | Burst Time 292 | Arrival Time 37 | Turn Around Time 25552
Process 102 | Waiting Time 25552 | Burst Time 129 | Arrival Time 37 | Turn Around Time 25681
Process 103 | Waiting Time 25681 | Burst Time 310 | Arrival Time 37 | Turn Around Time 25991
Process 104 | Waiting Time 25991 | Burst Time 204 | Arrival Time 37 | Turn Around Time 26195
Process 105 | Waiting Time 26195 | Burst Time 272 | Arrival Time 37 | Turn Around Time 26467
Process 106 | Waiting Time 26467 | Burst Time 210 | Arrival Time 37 | Turn Around Time 26677
Process 107 | Waiting Time 26677 | Burst Time 311 | Arrival Time 37 | Turn Around Time 26988
Process 108 | Waiting Time 26988 | Burst Time 248 | Arrival Time 37 | Turn Around Time 27236
Process 109 | Waiting Time 27236 | Burst Time 265 | Arrival Time 37 | Turn Around Time 27501
Process 110 | Waiting Time 27502 | Burst Time 190 | Arrival Time 36 | Turn Around Time 27692
Process 111 | Waiting Time 27692 | Burst Time 243 | Arrival Time 36 | Turn Around Time 27935
Process 112 | Waiting Time 27935 | Burst Time 222 | Arrival Time 36 | Turn Around Time 28157
Process 113 | Waiting Time 28157 | Burst Time 214 | Arrival Time 36 | Turn Around Time 28371
Process 114 | Waiting Time 28371 | Burst Time 322 | Arrival Time 36 | Turn Around Time 28693
Process 115 | Waiting Time 28693 | Burst Time 238 | Arrival Time 36 | Turn Around Time 28931
Process 116 | Waiting Time 28931 | Burst Time 302 | Arrival Time 36 | Turn Around Time 29233
Process 117 | Waiting Time 29233 | Burst Time 257 | Arrival Time 36 | Turn Around Time 29490
Process 118 | Waiting Time 29490 | Burst Time 195 | Arrival Time 36 | Turn Around Time 29685
Process 119 | Waiting Time 29685 | Burst Time 227 | Arrival Time 36 | Turn Around Time 29912
Process 120 | Waiting Time 29912 | Burst Time 268 | Arrival Time 36 | Turn Around Time 30180
Process 121 | Waiting Time 30180 | Burst Time 256 | Arrival Time 36 | Turn Around Time 30436
Process 122 | Waiting Time 30436 | Burst Time 191 | Arrival Time 36 | Turn Around Time 30627
Process 123 | Waiting Time 30627 | Burst Time 296 | Arrival Time 36 | Turn Around Time 30923
Process 124 | Waiting Time 30924 | Burst Time 265 | Arrival Time 35 | Turn Around Time 31189
Process 125 | Waiting Time 31189 | Burst Time 253 | Arrival Time 35 | Turn Around Time 31442
Process 126 | Waiting Time 31442 | Burst Time 218 | Arrival Time 35 | Turn Around Time 31660
Process 127 | Waiting Time 31660 | Burst Time 290 | Arrival Time 35 | Turn Around Time 31950
Process 128 | Waiting Time 31950 | Burst Time 177 | Arrival Time 35 | Turn Around Time 32127
Process 129 | Waiting Time 32127 | Burst Time 240 | Arrival Time 35 | Turn Around Time 32367
Process 130 | Waiting Time 32367 | Burst Time 226 | Arrival Time 35 | Turn Around Time 32593
Process 131 | Waiting Time 32593 | Burst Time 224 | Arrival Time 35 | Turn Around Time 32817
Process 132 | Waiting Time 32817 | Burst Time 244 | Arrival Time 35 | Turn Around Time 33061
Process 133 | Waiting Time 33061 | Burst Time 207 | Arrival Time 35 | Turn Around Time 33268
Process 134 | Waiting Time 33268 | Burst Time 278 | Arrival Time 35 | Turn Around Time 33546
Process 135 | Waiting Time 33546 | Burst Time 276 | Arrival Time 35 | Turn Around Time 33822
Process 136 | Waiting Time 33822 | Burst Time 231 | Arrival Time 35 | Turn Around Time 34053
Process 137 | Waiting Time 34053 | Burst Time 322 | Arrival Time 35 | Turn Around Time 34375
Process 138 | Waiting Time 34376 | Burst Time 256 | Arrival Time 34 | Turn Around Time 34632
Process 139 | Waiting Time 34632 | Burst Time 200 | Arrival Time 34 | Turn Around Time 34832
Process 140 | Waiting Time 34832 | Burst Time 308 | Arrival Time 34 | Turn Around Time 35140
Process 141 | Waiting Time 35140 | Burst Time 260 | Arrival Time 34 | Turn Around Time 35400
Process 142 | Waiting Time 35400 | Burst Time 338 | Arrival Time 34 | Turn Around Time 35738
Process 143 | Waiting Time 35738 | Burst Time 294 | Arrival Time 34 | Turn Around Time 36032
Process 144 | Waiting Time 36032 | Burst Time 180 | Arrival Time 34 | Turn Around Time 36212
Process 145 | Waiting Time 36212 | Burst Time 142 | Arrival Time 34 | Turn Around Time 36354
Process 146 | Waiting Time 36354 | Burst Time 145 | Arrival Time 34 | Turn Around Time 36499
Process 147 | Waiting Time 36499 | Burst Time 214 | Arrival Time 34 | Turn Around Time 36713
Process 148 | Waiting Time 36713 | Burst Time 212 | Arrival Time 34 | Turn Around Time 36925
Process 149 | Waiting Time 36925 | Burst Time 258 | Arrival Time 34 | Turn Around Time 37183
Process 150 | Waiting Time 37184 | Burst Time 183 | Arrival Time 33 | Turn Around Time 37367
Process 151 | Waiting Time 37367 | Burst Time 239 | Arrival Time 33 | Turn Around Time 37606
Process 152 | Waiting Time 37606 | Burst Time 353 | Arrival Time 33 | Turn Around Time 37959
Process 153 | Waiting Time 37959 | Burst Time 275 | Arrival Time 33 | Turn Around Time 38234
Process 154 | Waiting Time 38234 | Burst Time 165 | Arrival Time 33 | Turn Around Time 38399
Process 155 | Waiting Time 38399 | Burst Time 305 | Arrival Time 33 | Turn Around Time 38704
Process 156 | Waiting Time 38704 | Burst Time 226 | Arrival Time 33 | Turn Around Time 38930
Process 157 | Waiting Time 38930 | Burst Time 155 | Arrival Time 33 | Turn Around Time 39085
Process 158 | Waiting Time 39085 | Burst Time 280 | Arrival Time 33 | Turn Around Time 39365
Process 159 | Waiting Time 39365 | Burst Time 277 | Arrival Time 33 | Turn Around Time 39642
Process 160 | Waiting Time 39642 | Burst Time 286 | Arrival Time 33 | Turn Around Time 39928
Process 161 | Waiting Time 39928 | Burst Time 283 | Arrival Time 33 | Turn Around Time 40211
Process 162 | Waiting Time 40212 | Burst Time 224 | Arrival Time 32 | Turn Around Time 40436
Process 163 | Waiting Time 40436 | Burst Time 259 | Arrival Time 32 | Turn Around Time 40695
Process 164 | Waiting Time 40695 | Burst Time 192 | Arrival Time 32 | Turn Around Time 40887
Process 165 | Waiting Time 40887 | Burst Time 155 | Arrival Time 32 | Turn Around Time 41042
Process 166 | Waiting Time 41042 | Burst Time 244 | Arrival Time 32 | Turn Around Time 41286
Process 167 | Waiting Time 41286 | Burst Time 281 | Arrival Time 32 | Turn Around Time 41567
Process 168 | Waiting Time 41567 | Burst Time 341 | Arrival Time 32 | Turn Around Time 41908
Process 169 | Waiting Time 41908 | Burst Time 292 | Arrival Time 32 | Turn Around Time 42200
Process 170 | Waiting Time 42200 | Burst Time 355 | Arrival Time 32 | Turn Around Time 42555
Process 171 | Waiting Time 42555 | Burst Time 228 | Arrival Time 32 | Turn Around Time 42783
Process 172 | Waiting Time 42783 | Burst Time 272 | Arrival Time 32 | Turn Around Time 43055
Process 173 | Waiting Time 43055 | Burst Time 308 | Arrival Time 32 | Turn Around Time 43363
Process 174 | Waiting Time 43363 | Burst Time 110 | Arrival Time 32 | Turn Around Time 43473
Process 175 | Waiting Time 43473 | Burst Time 269 | Arrival Time 32 | Turn Around Time 43742
Process 176 | Waiting Time 43742 | Burst Time 236 | Arrival Time 32 | Turn Around Time 43978
Process 177 | Waiting Time 43978 | Burst Time 247 | Arrival Time 32 | Turn Around Time 44225
Process 178 | Waiting Time 44225 | Burst Time 240 | Arrival Time 32 | Turn Around Time 44465
Process 179 | Waiting Time 44465 | Burst Time 227 | Arrival Time 32 | Turn Around Time 44692
Process 180 | Waiting Time 44692 | Burst Time 310 | Arrival Time 32 | Turn Around Time 45002
Process 181 | Waiting Time 45002 | Burst Time 228 | Arrival Time 32 | Turn Around Time 45230
Process 182 | Waiting Time 45231 | Burst Time 205 | Arrival Time 31 | Turn Around Time 45436
Process 183 | Waiting Time 45436 | Burst Time 180 | Arrival Time 31 | Turn Around Time 45616
Process 184 | Waiting Time 45616 | Burst Time 157 | Arrival Time 31 | Turn Around Time 45773
Process 185 | Waiting Time 45773 | Burst Time 331 | Arrival Time 31 | Turn Around Time 46104
Process 186 | Waiting Time 46104 | Burst Time 241 | Arrival Time 31 | Turn Around Time 46345
Process 187 | Waiting Time 46345 | Burst Time 237 | Arrival Time 31 | Turn Around Time 46582
Process 188 | Waiting Time 46582 | Burst Time 268 | Arrival Time 31 | Turn Around Time 46850
Process 189 | Waiting Time 46850 | Burst Time 205 | Arrival Time 31 | Turn Around Time 47055
Process 190 | Waiting Time 47055 | Burst Time 306 | Arrival Time 31 | Turn Around Time 47361
Process 191 | Waiting Time 47361 | Burst Time 200 | Arrival Time 31 | Turn Around Time 47561
Process 192 | Waiting Time 47561 | Burst Time 148 | Arrival Time 31 | Turn Around Time 47709
Process 193 | Waiting Time 47709 | Burst Time 352 | Arrival Time 31 | Turn Around Time 48061
Process 194 | Waiting Time 48061 | Burst Time 244 | Arrival Time 31 | Turn Around Time 48305
Process 195 | Waiting Time 48305 | Burst Time 293 | Arrival Time 31 | Turn Around Time 48598
Process 196 | Waiting Time 48598 | Burst Time 226 | Arrival Time 31 | Turn Around Time 48824
Process 197 | Waiting Time 48824 | Burst Time 338 | Arrival Time 31 | Turn Around Time 49162
Process 198 | Waiting Time 49162 | Burst Time 335 | Arrival Time 31 | Turn Around Time 49497
Process 199 | Waiting Time 49497 | Burst Time 251 | Arrival Time 31 | Turn Around Time 49748
Process 200 | Waiting Time 49748 | Burst Time 152 | Arrival Time 31 | Turn Around Time 49900
Process 201 | Waiting Time 49900 | Burst Time 244 | Arrival Time 31 | Turn Around Time 50144
Process 202 | Waiting Time 50144 | Burst Time 286 | Arrival Time 31 | Turn Around Time 50430
Process 203 | Waiting Time 50430 | Burst Time 315 | Arrival Time 31 | Turn Around Time 50745
Process 204 | Waiting Time 50745 | Burst Time 231 | Arrival Time 31 | Turn Around Time 50976
Process 205 | Waiting Time 50976 | Burst Time 211 | Arrival Time 31 | Turn Around Time 51187
Process 206 | Waiting Time 51187 | Burst Time 346 | Arrival Time 31 | Turn Around Time 51533
Process 207 | Waiting Time 51533 | Burst Time 135 | Arrival Time 31 | Turn Around Time 51668
Process 208 | Waiting Time 51668 | Burst Time 247 | Arrival Time 31 | Turn Around Time 51915
Process 209 | Waiting Time 51916 | Burst Time 261 | Arrival Time 30 | Turn Around Time 52177
Process 210 | Waiting Time 52177 | Burst Time 261 | Arrival Time 30 | Turn Around Time 52438
Process 211 | Waiting Time 52438 | Burst Time 284 | Arrival Time 30 | Turn Around Time 52722
Process 212 | Waiting Time 52722 | Burst Time 237 | Arrival Time 30 | Turn Around Time 52959
Process 213 | Waiting Time 52959 | Burst Time 271 | Arrival Time 30 | Turn Around Time 53230
Process 214 | Waiting Time 53230 | Burst Time 162 | Arrival Time 30 | Turn Around Time 53392
Process 215 | Waiting Time 53392 | Burst Time 173 | Arrival Time 30 | Turn Around Time 53565
Process 216 | Waiting Time 53565 | Burst Time 289 | Arrival Time 30 | Turn Around Time 53854
Process 217 | Waiting Time 53854 | Burst Time 165 | Arrival Time 30 | Turn Around Time 54019
Process 218 | Waiting Time 54019 | Burst Time 275 | Arrival Time 30 | Turn Around Time 54294
Process 219 | Waiting Time 54294 | Burst Time 208 | Arrival Time 30 | Turn Around Time 54502
Process 220 | Waiting Time 54502 | Burst Time 246 | Arrival Time 30 | Turn Around Time 54748
Process 221 | Waiting Time 54748 | Burst Time 216 | Arrival Time 30 | Turn Around Time 54964
Process 222 | Waiting Time 54964 | Burst Time 197 | Arrival Time 30 | Turn Around Time 55161
Process 223 | Waiting Time 55161 | Burst Time 287 | Arrival Time 30 | Turn Around Time 55448
Process 224 | Waiting Time 55448 | Burst Time 310 | Arrival Time 30 | Turn Around Time 55758
Process 225 | Waiting Time 55758 | Burst Time 253 | Arrival Time 30 | Turn Around Time 56011
Process 226 | Waiting Time 56011 | Burst Time 213 | Arrival Time 30 | Turn Around Time 56224
Process 227 | Waiting Time 56224 | Burst Time 292 | Arrival Time 30 | Turn Around Time 56516
Process 228 | Waiting Time 56516 | Burst Time 324 | Arrival Time 30 | Turn Around Time 56840
Process 229 | Waiting Time 56840 | Burst Time 180 | Arrival Time 30 | Turn Around Time 57020
Process 230 | Waiting Time 57020 | Burst Time 254 | Arrival Time 30 | Turn Around Time 57274
Process 231 | Waiting Time 57274 | Burst Time 235 | Arrival Time 30 | Turn Around Time 57509
Process 232 | Waiting Time 57510 | Burst Time 259 | Arrival Time 29 | Turn Around Time 57769
Process 233 | Waiting Time 57769 | Burst Time 234 | Arrival Time 29 | Turn Around Time 58003
Process 234 | Waiting Time 58003 | Burst Time 272 | Arrival Time 29 | Turn Around Time 58275
Process 235 | Waiting Time 58275 | Burst Time 219 | Arrival Time 29 | Turn Around Time 58494
Process 236 | Waiting Time 58494 | Burst Time 246 | Arrival Time 29 | Turn Around Time 58740
Process 237 | Waiting Time 58740 | Burst Time 167 | Arrival Time 29 | Turn Around Time 58907
Process 238 | Waiting Time 58907 | Burst Time 173 | Arrival Time 29 | Turn Around Time 59080
Process 239 | Waiting Time 59080 | Burst Time 227 | Arrival Time 29 | Turn Around Time 59307
Process 240 | Waiting Time 59307 | Burst Time 241 | Arrival Time 29 | Turn Around Time 59548
Process 241 | Waiting Time 59548 | Burst Time 317 | Arrival Time 29 | Turn Around Time 59865
Process 242 | Waiting Time 59865 | Burst Time 196 | Arrival Time 29 | Turn Around Time 60061
Process 243 | Waiting Time 60061 | Burst Time 290 | Arrival Time 29 | Turn Around Time 60351
Process 244 | Waiting Time 60351 | Burst Time 262 | Arrival Time 29 | Turn Around Time 60613
Process 245 | Waiting Time 60613 | Burst Time 296 | Arrival Time 29 | Turn Around Time 60909
Process 246 | Waiting Time 60910 | Burst Time 323 | Arrival Time 28 | Turn Around Time 61233
Process 247 | Waiting Time 61233 | Burst Time 306 | Arrival Time 28 | Turn Around Time 61539
Process 248 | Waiting Time 61539 | Burst Time 287 | Arrival Time 28 | Turn Around Time 61826
Process 249 | Waiting Time 61826 | Burst Time 259 | Arrival Time 28 | Turn Around Time 62085
Process 250 | Waiting Time 62085 | Burst Time 277 | Arrival Time 28 | Turn Around Time 62362
Process 251 | Waiting Time 62362 | Burst Time 271 | Arrival Time 28 | Turn Around Time 62633
Process 252 | Waiting Time 62633 | Burst Time 320 | Arrival Time 28 | Turn Around Time 62953
Process 253 | Waiting Time 62953 | Burst Time 283 | Arrival Time 28 | Turn Around Time 63236
Process 254 | Waiting Time 63236 | Burst Time 238 | Arrival Time 28 | Turn Around Time 63474
Process 255 | Waiting Time 63474 | Burst Time 176 | Arrival Time 28 | Turn Around Time 63650
Process 256 | Waiting Time 63650 | Burst Time 281 | Arrival Time 28 | Turn Around Time 63931
Process 257 | Waiting Time 63931 | Burst Time 297 | Arrival Time 28 | Turn Around Time 64228
Process 258 | Waiting Time 64228 | Burst Time 124 | Arrival Time 28 | Turn Around Time 64352
Process 259 | Waiting Time 64352 | Burst Time 191 | Arrival Time 28 | Turn Around Time 64543
Process 260 | Waiting Time 64543 | Burst Time 251 | Arrival Time 28 | Turn Around Time 64794
Process 261 | Waiting Time 64794 | Burst Time 272 | Arrival Time 28 | Turn Around Time 65066
Process 262 | Waiting Time 65066 | Burst Time 281 | Arrival Time 28 | Turn Around Time 65347
Process 263 | Waiting Time 65347 | Burst Time 182 | Arrival Time 28 | Turn Around Time 65529
Process 264 | Waiting Time 65529 | Burst Time 321 | Arrival Time 28 | Turn Around Time 65850
Process 265 | Waiting Time 65850 | Burst Time 265 | Arrival Time 28 | Turn Around Time 66115
Process 266 | Waiting Time 66115 | Burst Time 298 | Arrival Time 28 | Turn Around Time 66413
Process 267 | Waiting Time 66413 | Burst Time 252 | Arrival Time 28 | Turn Around Time 66665
Process 268 | Waiting Time 66665 | Burst Time 242 | Arrival Time 28 | Turn Around Time 66907
Process 269 | Waiting Time 66907 | Burst Time 245 | Arrival Time 28 | Turn Around Time 67152
Process 270 | Waiting Time 67152 | Burst Time 364 | Arrival Time 28 | Turn Around Time 67516
Process 271 | Waiting Time 67516 | Burst Time 232 | Arrival Time 28 | Turn Around Time 67748
Process 272 | Waiting Time 67748 | Burst Time 335 | Arrival Time 28 | Turn Around Time 68083
Process 273 | Waiting Time 68083 | Burst Time 303 | Arrival Time 28 | Turn Around Time 68386
Process 274 | Waiting Time 68386 | Burst Time 300 | Arrival Time 28 | Turn Around Time 68686
Process 275 | Waiting Time 68686 | Burst Time 136 | Arrival Time 28 | Turn Around Time 68822
Process 276 | Waiting Time 68823 | Burst Time 337 | Arrival Time 27 | Turn Around Time 69160
Process 277 | Waiting Time 69160 | Burst Time 194 | Arrival Time 27 | Turn Around Time 69354
Process 278 | Waiting Time 69354 | Burst Time 296 | Arrival Time 27 | Turn Around Time 69650
Process 279 | Waiting Time 69650 | Burst Time 359 | Arrival Time 27 | Turn Around Time 70009
Process 280 | Waiting Time 70009 | Burst Time 290 | Arrival Time 27 | Turn Around Time 70299
Process 281 | Waiting Time 70299 | Burst Time 260 | Arrival Time 27 | Turn Around Time 70559
Process 282 | Waiting Time 70559 | Burst Time 314 | Arrival Time 27 | Turn Around Time 70873
Process 283 | Waiting Time 70873 | Burst Time 340 | Arrival Time 27 | Turn Around Time 71213
Process 284 | Waiting Time 71213 | Burst Time 216 | Arrival Time 27 | Turn Around Time 71429
Process 285 | Waiting Time 71429 | Burst Time 223 | Arrival Time 27 | Turn Around Time 71652
Process 286 | Waiting Time 71652 | Burst Time 338 | Arrival Time 27 | Turn Around Time 71990
Process 287 | Waiting Time 71990 | Burst Time 211 | Arrival Time 27 | Turn Around Time 72201
Process 288 | Waiting Time 72201 | Burst Time 194 | Arrival Time 27 | Turn Around Time 72395
Process 289 | Waiting Time 72395 | Burst Time 337 | Arrival Time 27 | Turn Around Time 72732
Process 290 | Waiting Time 72732 | Burst Time 375 | Arrival Time 27 | Turn Around Time 73107
Process 291 | Waiting Time 73107 | Burst Time 182 | Arrival Time 27 | Turn Around Time 73289
Process 292 | Waiting Time 73289 | Burst Time 249 | Arrival Time 27 | Turn Around Time 73538
