# seed = 1 mean = 50 standard_deviation = 10 number_of_pages = 1000
Capacity of LRU = 5
------------------------------------------------------------
Page Faults = 854
Page Hits = 146
------------------------------------------------------------
[66] <-- Page - 66 | Page Fault Here
[66, 43] <-- Page - 43 | Page Fault Here
[66, 43, 44] <-- Page - 44 | Page Fault Here
[66, 43, 44, 39] <-- Page - 39 | Page Fault Here
[48, 61, 49, 54, 60] <-- Page - 60 | Page Fault Here
[61, 49, 54, 60, 58] <-- Page - 58 | Page Fault Here
[49, 54, 60, 58, 67] <-- Page - 67 | Page Fault Here
[49, 60, 58, 67, 54] <-- Page - 54
[60, 58, 67, 54, 33] <-- Page - 33 | Page Fault Here
[58, 67, 54, 33, 38] <-- Page - 38 | Page Fault Here
[67, 54, 33, 38, 63] <-- Page - 63 | Page Fault Here
[54, 33, 38, 63, 46] <-- Page - 46 | Page Fault Here
[33, 38, 63, 46, 53] <-- Page - 53 | Page Fault Here
[38, 63, 46, 53, 41] <-- Page - 41 | Page Fault Here
[63, 46, 53, 41, 60] <-- Page - 60 | Page Fault Here
[63, 53, 41, 60, 46] <-- Page - 46
[53, 41, 60, 46, 64] <-- Page - 64 | Page Fault Here
[41, 60, 46, 64, 44] <-- Page - 44 | Page Fault Here
[60, 46, 64, 44, 61] <-- Page - 61 | Page Fault Here
[46, 64, 44, 61, 56] <-- Page - 56 | Page Fault Here
[64, 44, 61, 56, 42] <-- Page - 42 | Page Fault Here
[44, 61, 56, 42, 60] <-- Page - 60 | Page Fault Here
[61, 56, 42, 60, 40] <-- Page - 40 | Page Fault Here
[56, 42, 60, 40, 41] <-- Page - 41 | Page Fault Here
[42, 60, 40, 41, 57] <-- Page - 57 | Page Fault Here
[60, 40, 41, 57, 43] <-- Page - 43 | Page Fault Here
[40, 41, 57, 43, 44] <-- Page - 44 | Page Fault Here
[41, 57, 43, 44, 46] <-- Page - 46 | Page Fault Here
[57, 43, 44, 46, 39] <-- Page - 39 | Page Fault Here
[43, 44, 46, 39, 60] <-- Page - 60 | Page Fault Here
[44, 46, 39, 60, 56] <-- Page - 56 | Page Fault Here
[46, 39, 60, 56, 49] <-- Page - 49 | Page Fault Here
[39, 60, 56, 49, 48] <-- Page - 48 | Page Fault Here
[60, 56, 49, 48, 54] <-- Page - 54 | Page Fault Here
[56, 49, 48, 54, 67] <-- Page - 67 | Page Fault Here
[49, 48, 54, 67, 58] <-- Page - 58 | Page Fault Here
[48, 54, 67, 58, 44] <-- Page - 44 | Page Fault Here
[54, 67, 58, 44, 57] <-- Page - 57 | Page Fault Here
[67, 58, 44, 57, 48] <-- Page - 48 | Page Fault Here
[67, 58, 44, 57, 48] <-- Page - 48
[58, 44, 57, 48, 68] <-- Page - 68 | Page Fault Here
[44, 57, 48, 68, 45] <-- Page - 45 | Page Fault Here
[44, 57, 48, 68, 45] <-- Page - 45
[57, 48, 68, 45, 30] <-- Page - 30 | Page Fault Here
[48, 68, 45, 30, 35] <-- Page - 35 | Page Fault Here
[68, 45, 30, 35, 54] <-- Page - 54 | Page Fault Here
[45, 30, 35, 54, 43] <-- Page - 43 | Page Fault Here
[30, 35, 54, 43, 55] <-- Page - 55 | Page Fault Here
[35, 54, 43, 55, 38] <-- Page - 38 | Page Fault Here
[54, 43, 55, 38, 42] <-- Page - 42 | Page Fault Here
[43, 55, 38, 42, 56] <-- Page - 56 | Page Fault Here
[55, 38, 42, 56, 64] <-- Page - 64 | Page Fault Here
[38, 42, 56, 64, 55] <-- Page - 55
[42, 56, 64, 55, 61] <-- Page - 61 | Page Fault Here
[56, 64, 55, 61, 67] <-- Page - 67 | Page Fault Here
[64, 55, 61, 67, 60] <-- Page - 60 | Page Fault Here
[55, 61, 67, 60, 40] <-- Page - 40 | Page Fault Here
[61, 67, 60, 40, 48] <-- Page - 48 | Page Fault Here
[67, 60, 40, 48, 56] <-- Page - 56 | Page Fault Here
[60, 40, 48, 56, 45] <-- Page - 45 | Page Fault Here
[40, 48, 56, 45, 54] <-- Page - 54 | Page Fault Here
[48, 56, 45, 54, 34] <-- Page - 34 | Page Fault Here
[56, 45, 54, 34, 41] <-- Page - 41 | Page Fault Here
[45, 54, 34, 41, 55] <-- Page - 55 | Page Fault Here
[54, 34, 41, 55, 27] <-- Page - 27 | Page Fault Here
[34, 41, 55, 27, 38] <-- Page - 38 | Page Fault Here
[41, 55, 27, 38, 49] <-- Page - 49 | Page Fault Here
[55, 27, 38, 49, 32] <-- Page - 32 | Page Fault Here
[27, 38, 49, 32, 50] <-- Page - 50 | Page Fault Here
[38, 49, 32, 50, 42] <-- Page - 42 | Page Fault Here
[49, 32, 50, 42, 47] <-- Page - 47 | Page Fault Here
[49, 32, 50, 42, 47] <-- Page - 47
[32, 50, 42, 47, 51] <-- Page - 51 | Page Fault Here
[50, 42, 47, 51, 44] <-- Page - 44 | Page Fault Here
[42, 47, 51, 44, 50] <-- Page - 50
[47, 51, 44, 50, 43] <-- Page - 43 | Page Fault Here
[51, 44, 50, 43, 55] <-- Page - 55 | Page Fault Here
[44, 50, 43, 55, 66] <-- Page - 66 | Page Fault Here
[50, 43, 55, 66, 51] <-- Page - 51 | Page Fault Here
[50, 43, 55, 66, 51] <-- Page - 51
[43, 55, 66, 51, 38] <-- Page - 38 | Page Fault Here
[55, 66, 51, 38, 56] <-- Page - 56 | Page Fault Here
[66, 51, 38, 56, 42] <-- Page - 42 | Page Fault Here
[51, 38, 56, 42, 41] <-- Page - 41 | Page Fault Here
[38, 56, 42, 41, 55] <-- Page - 55 | Page Fault Here
[56, 42, 41, 55, 51] <-- Page - 51 | Page Fault Here
[42, 41, 55, 51, 61] <-- Page - 61 | Page Fault Here
[41, 55, 51, 61, 64] <-- Page - 64 | Page Fault Here
[55, 51, 61, 64, 44] <-- Page - 44 | Page Fault Here
[55, 61, 64, 44, 51] <-- Page - 51
[61, 64, 44, 51, 67] <-- Page - 67 | Page Fault Here
[64, 44, 51, 67, 59] <-- Page - 59 | Page Fault Here
[44, 51, 67, 59, 57] <-- Page - 57 | Page Fault Here
[51, 67, 59, 57, 63] <-- Page - 63 | Page Fault Here
[67, 59, 57, 63, 43] <-- Page - 43 | Page Fault Here
[59, 57, 63, 43, 56] <-- Page - 56 | Page Fault Here
[57, 63, 43, 56, 64] <-- Page - 64 | Page Fault Here
[63, 43, 56, 64, 66] <-- Page - 66 | Page Fault Here
[43, 56, 64, 66, 41] <-- Page - 41 | Page Fault Here
[56, 64, 66, 41, 47] <-- Page - 47 | Page Fault Here
[64, 66, 41, 47, 53] <-- Page - 53 | Page Fault Here
[64, 66, 41, 53, 47] <-- Page - 47
[66, 41, 53, 47, 46] <-- Page - 46 | Page Fault Here
[41, 53, 47, 46, 56] <-- Page - 56 | Page Fault Here
[41, 53, 47, 56, 46] <-- Page - 46
[53, 47, 56, 46, 32] <-- Page - 32 | Page Fault Here
[47, 56, 46, 32, 53] <-- Page - 53
[56, 46, 32, 53, 45] <-- Page - 45 | Page Fault Here
[46, 32, 53, 45, 42] <-- Page - 42 | Page Fault Here
[32, 53, 45, 42, 34] <-- Page - 34 | Page Fault Here
[53, 45, 42, 34, 60] <-- Page - 60 | Page Fault Here
[45, 42, 34, 60, 27] <-- Page - 27 | Page Fault Here
[42, 34, 60, 27, 33] <-- Page - 33 | Page Fault Here
[34, 60, 27, 33, 47] <-- Page - 47 | Page Fault Here
[60, 27, 33, 47, 62] <-- Page - 62 | Page Fault Here
[27, 33, 47, 62, 63] <-- Page - 63 | Page Fault Here
[33, 47, 62, 63, 38] <-- Page - 38 | Page Fault Here
[47, 62, 63, 38, 48] <-- Page - 48 | Page Fault Here
[62, 63, 38, 48, 34] <-- Page - 34 | Page Fault Here
[63, 38, 48, 34, 60] <-- Page - 60 | Page Fault Here
[38, 48, 34, 60, 35] <-- Page - 35 | Page Fault Here
[38, 34, 60, 35, 48] <-- Page - 48
[38, 34, 35, 48, 60] <-- Page - 60
[34, 35, 48, 60, 47] <-- Page - 47 | Page Fault Here
[35, 48, 60, 47, 64] <-- Page - 64 | Page Fault Here
[48, 60, 47, 64, 41] <-- Page - 41 | Page Fault Here
[60, 47, 64, 41, 53] <-- Page - 53 | Page Fault Here
[47, 64, 41, 53, 58] <-- Page - 58 | Page Fault Here
[64, 41, 53, 58, 48] <-- Page - 48 | Page Fault Here
[41, 53, 58, 48, 63] <-- Page - 63 | Page Fault Here
[53, 58, 48, 63, 55] <-- Page - 55 | Page Fault Here
[58, 48, 63, 55, 33] <-- Page - 33 | Page Fault Here
[48, 63, 55, 33, 89] <-- Page - 89 | Page Fault Here
[63, 55, 33, 89, 56] <-- Page - 56 | Page Fault Here
[55, 33, 89, 56, 51] <-- Page - 51 | Page Fault Here
[33, 89, 56, 51, 36] <-- Page - 36 | Page Fault Here
[89, 56, 51, 36, 50] <-- Page - 50 | Page Fault Here
[56, 51, 36, 50, 45] <-- Page - 45 | Page Fault Here
[51, 36, 50, 45, 56] <-- Page - 56
[36, 50, 45, 56, 53] <-- Page - 53 | Page Fault Here
[50, 45, 56, 53, 68] <-- Page - 68 | Page Fault Here
[45, 56, 53, 68, 51] <-- Page - 51 | Page Fault Here
[56, 53, 68, 51, 55] <-- Page - 55 | Page Fault Here
[56, 68, 51, 55, 53] <-- Page - 53
[68, 51, 55, 53, 48] <-- Page - 48 | Page Fault Here
[68, 51, 55, 53, 48] <-- Page - 48
[51, 55, 53, 48, 61] <-- Page - 61 | Page Fault Here
[55, 53, 48, 61, 57] <-- Page - 57 | Page Fault Here
[53, 48, 61, 57, 43] <-- Page - 43 | Page Fault Here
[48, 61, 57, 43, 38] <-- Page - 38 | Page Fault Here
[61, 57, 43, 38, 49] <-- Page - 49 | Page Fault Here
[57, 43, 38, 49, 61] <-- Page - 61
[57, 43, 38, 61, 49] <-- Page - 49
[43, 38, 61, 49, 67] <-- Page - 67 | Page Fault Here
[38, 61, 49, 67, 42] <-- Page - 42 | Page Fault Here
[61, 49, 67, 42, 51] <-- Page - 51 | Page Fault Here
[49, 67, 42, 51, 24] <-- Page - 24 | Page Fault Here
[67, 42, 51, 24, 44] <-- Page - 44 | Page Fault Here
[42, 51, 24, 44, 46] <-- Page - 46 | Page Fault Here
[51, 24, 44, 46, 55] <-- Page - 55 | Page Fault Here
[24, 44, 46, 55, 67] <-- Page - 67 | Page Fault Here
[44, 46, 55, 67, 50] <-- Page - 50 | Page Fault Here
[46, 55, 67, 50, 64] <-- Page - 64 | Page Fault Here
[55, 67, 50, 64, 56] <-- Page - 56 | Page Fault Here
[67, 50, 64, 56, 59] <-- Page - 59 | Page Fault Here
[50, 64, 56, 59, 45] <-- Page - 45 | Page Fault Here
[64, 56, 59, 45, 63] <-- Page - 63 | Page Fault Here
[56, 59, 45, 63, 39] <-- Page - 39 | Page Fault Here
[59, 45, 63, 39, 54] <-- Page - 54 | Page Fault Here
[45, 63, 39, 54, 40] <-- Page - 40 | Page Fault Here
[63, 39, 54, 40, 44] <-- Page - 44 | Page Fault Here
[39, 54, 40, 44, 35] <-- Page - 35 | Page Fault Here
[39, 54, 40, 35, 44] <-- Page - 44
[54, 40, 35, 44, 53] <-- Page - 53 | Page Fault Here
[40, 35, 44, 53, 49] <-- Page - 49 | Page Fault Here
[35, 44, 53, 49, 36] <-- Page - 36 | Page Fault Here
[44, 53, 49, 36, 64] <-- Page - 64 | Page Fault Here
[44, 49, 36, 64, 53] <-- Page - 53
[49, 36, 64, 53, 60] <-- Page - 60 | Page Fault Here
[36, 64, 53, 60, 57] <-- Page - 57 | Page Fault Here
[64, 53, 60, 57, 43] <-- Page - 43 | Page Fault Here
[53, 60, 57, 43, 30] <-- Page - 30 | Page Fault Here
[60, 57, 43, 30, 40] <-- Page - 40 | Page Fault Here
[57, 43, 30, 40, 62] <-- Page - 62 | Page Fault Here
[43, 30, 40, 62, 39] <-- Page - 39 | Page Fault Here
[30, 40, 62, 39, 58] <-- Page - 58 | Page Fault Here
[40, 62, 39, 58, 43] <-- Page - 43 | Page Fault Here
[62, 39, 58, 43, 53] <-- Page - 53 | Page Fault Here
[39, 58, 43, 53, 31] <-- Page - 31 | Page Fault Here
[58, 43, 53, 31, 61] <-- Page - 61 | Page Fault Here
[43, 53, 31, 61, 49] <-- Page - 49 | Page Fault Here
[53, 31, 61, 49, 58] <-- Page - 58 | Page Fault Here
[31, 61, 49, 58, 51] <-- Page - 51 | Page Fault Here
[61, 49, 58, 51, 57] <-- Page - 57 | Page Fault Here
[49, 58, 51, 57, 48] <-- Page - 48 | Page Fault Here
[49, 58, 51, 48, 57] <-- Page - 57
[58, 51, 48, 57, 34] <-- Page - 34 | Page Fault Here
[51, 48, 57, 34, 39] <-- Page - 39 | Page Fault Here
[51, 48, 34, 39, 57] <-- Page - 57
[48, 34, 39, 57, 49] <-- Page - 49 | Page Fault Here
[34, 39, 57, 49, 47] <-- Page - 47 | Page Fault Here
[39, 57, 49, 47, 48] <-- Page - 48 | Page Fault Here
[57, 49, 47, 48, 55] <-- Page - 55 | Page Fault Here
[49, 47, 48, 55, 44] <-- Page - 44 | Page Fault Here
[49, 47, 48, 44, 55] <-- Page - 55
[47, 48, 44, 55, 40] <-- Page - 40 | Page Fault Here
[48, 44, 55, 40, 45] <-- Page - 45 | Page Fault Here
[44, 55, 40, 45, 59] <-- Page - 59 | Page Fault Here
[55, 40, 45, 59, 60] <-- Page - 60 | Page Fault Here
[40, 45, 59, 60, 39] <-- Page - 39 | Page Fault Here
[45, 59, 60, 39, 58] <-- Page - 58 | Page Fault Here
[45, 59, 60, 58, 39] <-- Page - 39
[59, 60, 58, 39, 57] <-- Page - 57 | Page Fault Here
[60, 58, 39, 57, 31] <-- Page - 31 | Page Fault Here
[58, 39, 57, 31, 38] <-- Page - 38 | Page Fault Here
[39, 57, 31, 38, 44] <-- Page - 44 | Page Fault Here
[57, 31, 38, 44, 48] <-- Page - 48 | Page Fault Here
[31, 38, 44, 48, 64] <-- Page - 64 | Page Fault Here
[38, 44, 48, 64, 59] <-- Page - 59 | Page Fault Here
[44, 48, 64, 59, 65] <-- Page - 65 | Page Fault Here
[48, 64, 59, 65, 62] <-- Page - 62 | Page Fault Here
[64, 59, 65, 62, 47] <-- Page - 47 | Page Fault Here
[64, 59, 65, 62, 47] <-- Page - 47
[59, 65, 62, 47, 60] <-- Page - 60 | Page Fault Here
[65, 62, 47, 60, 50] <-- Page - 50 | Page Fault Here
[62, 47, 60, 50, 48] <-- Page - 48 | Page Fault Here
[47, 60, 50, 48, 36] <-- Page - 36 | Page Fault Here
[47, 60, 50, 36, 48] <-- Page - 48
[60, 50, 36, 48, 22] <-- Page - 22 | Page Fault Here
[50, 36, 48, 22, 45] <-- Page - 45 | Page Fault Here
[36, 48, 22, 45, 40] <-- Page - 40 | Page Fault Here
[48, 22, 45, 40, 56] <-- Page - 56 | Page Fault Here
[48, 22, 40, 56, 45] <-- Page - 45
[22, 40, 56, 45, 46] <-- Page - 46 | Page Fault Here
[40, 56, 45, 46, 63] <-- Page - 63 | Page Fault Here
[56, 45, 46, 63, 39] <-- Page - 39 | Page Fault Here
[45, 46, 63, 39, 53] <-- Page - 53 | Page Fault Here
[46, 63, 39, 53, 31] <-- Page - 31 | Page Fault Here
[63, 39, 53, 31, 50] <-- Page - 50 | Page Fault Here
[39, 53, 31, 50, 54] <-- Page - 54 | Page Fault Here
[53, 31, 50, 54, 58] <-- Page - 58 | Page Fault Here
[31, 50, 54, 58, 41] <-- Page - 41 | Page Fault Here
[50, 54, 58, 41, 53] <-- Page - 53 | Page Fault Here
[50, 54, 58, 41, 53] <-- Page - 53
[54, 58, 41, 53, 49] <-- Page - 49 | Page Fault Here
[58, 41, 53, 49, 51] <-- Page - 51 | Page Fault Here
[41, 53, 49, 51, 54] <-- Page - 54 | Page Fault Here
[41, 49, 51, 54, 53] <-- Page - 53
[49, 51, 54, 53, 40] <-- Page - 40 | Page Fault Here
[51, 54, 53, 40, 38] <-- Page - 38 | Page Fault Here
[54, 53, 40, 38, 75] <-- Page - 75 | Page Fault Here
[53, 40, 38, 75, 69] <-- Page - 69 | Page Fault Here
[40, 38, 75, 69, 36] <-- Page - 36 | Page Fault Here
[38, 75, 69, 36, 54] <-- Page - 54 | Page Fault Here
[75, 69, 36, 54, 56] <-- Page - 56 | Page Fault Here
[69, 36, 54, 56, 57] <-- Page - 57 | Page Fault Here
[36, 54, 56, 57, 51] <-- Page - 51 | Page Fault Here
[54, 56, 57, 51, 40] <-- Page - 40 | Page Fault Here
[56, 57, 51, 40, 48] <-- Page - 48 | Page Fault Here
[57, 51, 40, 48, 45] <-- Page - 45 | Page Fault Here
[57, 40, 48, 45, 51] <-- Page - 51
[40, 48, 45, 51, 47] <-- Page - 47 | Page Fault Here
[40, 45, 51, 47, 48] <-- Page - 48
[45, 51, 47, 48, 60] <-- Page - 60 | Page Fault Here
[51, 47, 48, 60, 62] <-- Page - 62 | Page Fault Here
[47, 48, 60, 62, 38] <-- Page - 38 | Page Fault Here
[48, 60, 62, 38, 45] <-- Page - 45 | Page Fault Here
[60, 62, 38, 45, 42] <-- Page - 42 | Page Fault Here
[60, 38, 45, 42, 62] <-- Page - 62
[38, 45, 42, 62, 49] <-- Page - 49 | Page Fault Here
[45, 42, 62, 49, 64] <-- Page - 64 | Page Fault Here
[42, 62, 49, 64, 45] <-- Page - 45
[62, 49, 64, 45, 50] <-- Page - 50 | Page Fault Here
[49, 64, 45, 50, 36] <-- Page - 36 | Page Fault Here
[64, 45, 50, 36, 63] <-- Page - 63 | Page Fault Here
[45, 50, 36, 63, 46] <-- Page - 46 | Page Fault Here
[50, 36, 63, 46, 35] <-- Page - 35 | Page Fault Here
[36, 63, 46, 35, 44] <-- Page - 44 | Page Fault Here
[63, 46, 35, 44, 26] <-- Page - 26 | Page Fault Here
[46, 35, 44, 26, 49] <-- Page - 49 | Page Fault Here
[35, 44, 26, 49, 51] <-- Page - 51 | Page Fault Here
[44, 26, 49, 51, 52] <-- Page - 52 | Page Fault Here
[26, 49, 51, 52, 64] <-- Page - 64 | Page Fault Here
[49, 51, 52, 64, 46] <-- Page - 46 | Page Fault Here
[51, 52, 64, 46, 58] <-- Page - 58 | Page Fault Here
[52, 64, 46, 58, 53] <-- Page - 53 | Page Fault Here
[64, 46, 58, 53, 48] <-- Page - 48 | Page Fault Here
[46, 58, 53, 48, 29] <-- Page - 29 | Page Fault Here
[58, 53, 48, 29, 59] <-- Page - 59 | Page Fault Here
[53, 48, 29, 59, 44] <-- Page - 44 | Page Fault Here
[48, 29, 59, 44, 50] <-- Page - 50 | Page Fault Here
[29, 59, 44, 50, 37] <-- Page - 37 | Page Fault Here
[59, 44, 50, 37, 52] <-- Page - 52 | Page Fault Here
[44, 50, 37, 52, 51] <-- Page - 51 | Page Fault Here
[44, 37, 52, 51, 50] <-- Page - 50
[37, 52, 51, 50, 48] <-- Page - 48 | Page Fault Here
[52, 51, 50, 48, 60] <-- Page - 60 | Page Fault Here
[51, 50, 48, 60, 59] <-- Page - 59 | Page Fault Here
[50, 48, 60, 59, 57] <-- Page - 57 | Page Fault Here
[48, 60, 59, 57, 83] <-- Page - 83 | Page Fault Here
[60, 59, 57, 83, 43] <-- Page - 43 | Page Fault Here
[59, 57, 83, 43, 46] <-- Page - 46 | Page Fault Here
[57, 83, 43, 46, 39] <-- Page - 39 | Page Fault Here
[83, 43, 46, 39, 54] <-- Page - 54 | Page Fault Here
[83, 46, 39, 54, 43] <-- Page - 43
[46, 39, 54, 43, 23] <-- Page - 23 | Page Fault Here
[39, 54, 43, 23, 37] <-- Page - 37 | Page Fault Here
[54, 43, 23, 37, 50] <-- Page - 50 | Page Fault Here
[43, 23, 37, 50, 60] <-- Page - 60 | Page Fault Here
[23, 37, 50, 60, 34] <-- Page - 34 | Page Fault Here
[37, 50, 60, 34, 43] <-- Page - 43 | Page Fault Here
[50, 60, 34, 43, 48] <-- Page - 48 | Page Fault Here
[60, 34, 43, 48, 42] <-- Page - 42 | Page Fault Here
[34, 43, 48, 42, 55] <-- Page - 55 | Page Fault Here
[43, 48, 42, 55, 50] <-- Page - 50 | Page Fault Here
[48, 42, 55, 50, 53] <-- Page - 53 | Page Fault Here
[48, 55, 50, 53, 42] <-- Page - 42
[55, 50, 53, 42, 65] <-- Page - 65 | Page Fault Here
[50, 53, 42, 65, 49] <-- Page - 49 | Page Fault Here
[53, 42, 65, 49, 62] <-- Page - 62 | Page Fault Here
[42, 65, 49, 62, 45] <-- Page - 45 | Page Fault Here
[65, 49, 62, 45, 55] <-- Page - 55 | Page Fault Here
[49, 62, 45, 55, 43] <-- Page - 43 | Page Fault Here
[62, 45, 55, 43, 40] <-- Page - 40 | Page Fault Here
[45, 55, 43, 40, 42] <-- Page - 42 | Page Fault Here
[55, 43, 40, 42, 49] <-- Page - 49 | Page Fault Here
[43, 40, 42, 49, 47] <-- Page - 47 | Page Fault Here
[40, 42, 49, 47, 65] <-- Page - 65 | Page Fault Here
[42, 49, 47, 65, 38] <-- Page - 38 | Page Fault Here
[49, 47, 65, 38, 39] <-- Page - 39 | Page Fault Here
[47, 65, 38, 39, 67] <-- Page - 67 | Page Fault Here
[65, 38, 39, 67, 56] <-- Page - 56 | Page Fault Here
[38, 39, 67, 56, 31] <-- Page - 31 | Page Fault Here
[39, 67, 56, 31, 54] <-- Page - 54 | Page Fault Here
[67, 56, 31, 54, 52] <-- Page - 52 | Page Fault Here
[56, 31, 54, 52, 28] <-- Page - 28 | Page Fault Here
[31, 54, 52, 28, 46] <-- Page - 46 | Page Fault Here
[54, 52, 28, 46, 49] <-- Page - 49 | Page Fault Here
[52, 28, 46, 49, 57] <-- Page - 57 | Page Fault Here
[28, 46, 49, 57, 59] <-- Page - 59 | Page Fault Here
[46, 49, 57, 59, 50] <-- Page - 50 | Page Fault Here
[49, 57, 59, 50, 60] <-- Page - 60 | Page Fault Here
[57, 59, 50, 60, 48] <-- Page - 48 | Page Fault Here
[59, 50, 60, 48, 41] <-- Page - 41 | Page Fault Here
[50, 60, 48, 41, 40] <-- Page - 40 | Page Fault Here
[60, 48, 41, 40, 55] <-- Page - 55 | Page Fault Here
[48, 41, 40, 55, 30] <-- Page - 30 | Page Fault Here
[41, 40, 55, 30, 56] <-- Page - 56 | Page Fault Here
[40, 55, 30, 56, 38] <-- Page - 38 | Page Fault Here
[55, 30, 56, 38, 46] <-- Page - 46 | Page Fault Here
[30, 56, 38, 46, 55] <-- Page - 55
[56, 38, 46, 55, 62] <-- Page - 62 | Page Fault Here
[38, 46, 55, 62, 30] <-- Page - 30 | Page Fault Here
[46, 55, 62, 30, 41] <-- Page - 41 | Page Fault Here
[55, 62, 30, 41, 50] <-- Page - 50 | Page Fault Here
[62, 30, 41, 50, 44] <-- Page - 44 | Page Fault Here
[30, 41, 50, 44, 58] <-- Page - 58 | Page Fault Here
[41, 50, 44, 58, 29] <-- Page - 29 | Page Fault Here
[50, 44, 58, 29, 53] <-- Page - 53 | Page Fault Here
[44, 58, 29, 53, 54] <-- Page - 54 | Page Fault Here
[58, 29, 53, 54, 50] <-- Page - 50 | Page Fault Here
[29, 53, 54, 50, 61] <-- Page - 61 | Page Fault Here
[53, 54, 50, 61, 37] <-- Page - 37 | Page Fault Here
[53, 54, 50, 37, 61] <-- Page - 61
[54, 50, 37, 61, 42] <-- Page - 42 | Page Fault Here
[50, 37, 61, 42, 57] <-- Page - 57 | Page Fault Here
[37, 61, 42, 57, 46] <-- Page - 46 | Page Fault Here
[61, 42, 57, 46, 58] <-- Page - 58 | Page Fault Here
[61, 42, 46, 58, 57] <-- Page - 57
[42, 46, 58, 57, 35] <-- Page - 35 | Page Fault Here
[46, 58, 57, 35, 48] <-- Page - 48 | Page Fault Here
[58, 57, 35, 48, 49] <-- Page - 49 | Page Fault Here
[57, 35, 48, 49, 47] <-- Page - 47 | Page Fault Here
[35, 48, 49, 47, 42] <-- Page - 42 | Page Fault Here
[48, 49, 47, 42, 68] <-- Page - 68 | Page Fault Here
[49, 47, 42, 68, 52] <-- Page - 52 | Page Fault Here
[47, 42, 68, 52, 65] <-- Page - 65 | Page Fault Here
[42, 68, 52, 65, 44] <-- Page - 44 | Page Fault Here
[68, 52, 65, 44, 39] <-- Page - 39 | Page Fault Here
[52, 65, 44, 39, 51] <-- Page - 51 | Page Fault Here
[52, 65, 39, 51, 44] <-- Page - 44
[65, 39, 51, 44, 73] <-- Page - 73 | Page Fault Here
[39, 51, 44, 73, 52] <-- Page - 52 | Page Fault Here
[51, 44, 73, 52, 61] <-- Page - 61 | Page Fault Here
[44, 73, 52, 61, 47] <-- Page - 47 | Page Fault Here
[73, 52, 61, 47, 46] <-- Page - 46 | Page Fault Here
[52, 61, 47, 46, 49] <-- Page - 49 | Page Fault Here
[61, 47, 46, 49, 53] <-- Page - 53 | Page Fault Here
[47, 46, 49, 53, 58] <-- Page - 58 | Page Fault Here
[46, 49, 53, 58, 48] <-- Page - 48 | Page Fault Here
[49, 53, 58, 48, 43] <-- Page - 43 | Page Fault Here
[53, 58, 48, 43, 39] <-- Page - 39 | Page Fault Here
[58, 48, 43, 39, 49] <-- Page - 49 | Page Fault Here
[48, 43, 39, 49, 55] <-- Page - 55 | Page Fault Here
[43, 39, 49, 55, 54] <-- Page - 54 | Page Fault Here
[43, 39, 55, 54, 49] <-- Page - 49
[39, 55, 54, 49, 43] <-- Page - 43
[55, 54, 49, 43, 51] <-- Page - 51 | Page Fault Here
[54, 49, 43, 51, 55] <-- Page - 55
[54, 43, 51, 55, 49] <-- Page - 49
[54, 43, 55, 49, 51] <-- Page - 51
[43, 55, 49, 51, 48] <-- Page - 48 | Page Fault Here
[55, 49, 51, 48, 59] <-- Page - 59 | Page Fault Here
[49, 51, 48, 59, 45] <-- Page - 45 | Page Fault Here
[49, 48, 59, 45, 51] <-- Page - 51
[48, 59, 45, 51, 53] <-- Page - 53 | Page Fault Here
[59, 45, 51, 53, 57] <-- Page - 57 | Page Fault Here
[45, 51, 53, 57, 64] <-- Page - 64 | Page Fault Here
[51, 53, 57, 64, 56] <-- Page - 56 | Page Fault Here
[53, 57, 64, 56, 55] <-- Page - 55 | Page Fault Here
[57, 64, 56, 55, 35] <-- Page - 35 | Page Fault Here
[57, 64, 55, 35, 56] <-- Page - 56
[64, 55, 35, 56, 72] <-- Page - 72 | Page Fault Here
[55, 35, 56, 72, 41] <-- Page - 41 | Page Fault Here
[35, 56, 72, 41, 39] <-- Page - 39 | Page Fault Here
[56, 72, 41, 39, 47] <-- Page - 47 | Page Fault Here
[72, 41, 39, 47, 60] <-- Page - 60 | Page Fault Here
[41, 39, 47, 60, 55] <-- Page - 55 | Page Fault Here
[39, 47, 60, 55, 45] <-- Page - 45 | Page Fault Here
[47, 60, 55, 45, 49] <-- Page - 49 | Page Fault Here
[47, 55, 45, 49, 60] <-- Page - 60
[55, 45, 49, 60, 56] <-- Page - 56 | Page Fault Here
[45, 49, 60, 56, 74] <-- Page - 74 | Page Fault Here
[45, 49, 56, 74, 60] <-- Page - 60
[49, 56, 74, 60, 53] <-- Page - 53 | Page Fault Here
[49, 74, 60, 53, 56] <-- Page - 56
[74, 60, 53, 56, 46] <-- Page - 46 | Page Fault Here
[60, 53, 56, 46, 40] <-- Page - 40 | Page Fault Here
[53, 56, 46, 40, 51] <-- Page - 51 | Page Fault Here
[56, 46, 40, 51, 54] <-- Page - 54 | Page Fault Here
[46, 40, 51, 54, 36] <-- Page - 36 | Page Fault Here
[40, 51, 54, 36, 44] <-- Page - 44 | Page Fault Here
[51, 54, 36, 44, 46] <-- Page - 46 | Page Fault Here
[54, 36, 44, 46, 52] <-- Page - 52 | Page Fault Here
[36, 44, 46, 52, 47] <-- Page - 47 | Page Fault Here
[44, 46, 52, 47, 54] <-- Page - 54 | Page Fault Here
